,text,z1,z2
26,"""Nobody has more respect for women than I do""

I'm sure Ron Paul has more respect for women than you Mr. Trump. --reality",0.113712531281,-0.0903741522273
27,"Well, if Donald Trump wins I would miss alot of good people :( 
How shitty this world is",0.178213073742,-0.096657605865
28,We hope the same surprise in France in 2017....;),-0.105655405583,-0.0647115499332
29,Anyone notice the fly that lands on Hilary's face @ 14:46 ?,-0.162608939175,-0.101836389024
30,"""Neither of the candidates are worthy."" - Europe",-0.123779506249,-0.0882887255972
31,why donal trump is not beter than clinton?,0.40235331658,0.0499954548164
32,"Republicans have a big lie named trump, a racist, sexaul predator, and a 
bigot.",0.109677144077,-0.104619083876
33,HE IS A HERO <3 TRUMP,0.84790265652,-0.0568756352702
34,"Trump and the republicans are very stupid and very dangerous for everybody. 
He is a racist, a big charlatan, and sexual predator, and the republican 
leaders are just idiots.",0.088522673851,-0.115557463834
35,"Okay the first question donald trump did not say anything involving the 
question, it was about if he thought he was a good influence or role model 
to children and he started talking about american law and order and change",0.0805781915552,-0.0740334485901
36,Hey look the roast is at 20:16 c;,-0.139504974642,-0.104407514537
37,"There is no way an idiot like trump, who is a proven fraud, a well known 
racist, and a long time women abuser can be trusted anymore. He is a big 
disgrace.",0.071175169231,-0.118584970965
38,"Why was Anderson Cooper so confused about how men talk about women in 
private?",-0.11441789805,-0.0862358865654
39,"our lord and saver Donald trump. 

make American great again by building the great wall of Mexico.",0.127622381682,-0.0918992103278
40,trump you have to win,0.31039478536,-0.0608609994164
41,"Hi Americans, I'm from Estonia. Trump is a clown, corrupt & miserable 
politician! He looks inadequately like a most of Post-Soviet's politicians. 
Clinton seems to be a better candidate, don't destroy your country.",0.0508912488311,-0.0710420559092
42,"Let's be clear : all the politicians lie. It's their job. But in addition 
to being a liar, uncle Donald is a creepy person with dirty opinions. Make 
the right choice for you and for the world. Please, sincerely from France 
(sorry for possible bad writing we're french u know)",-0.0919812535451,-0.0919917720849
43,"We are great because we are good blah blah blah just words I want to hear 
policy and how your going to change it americans are not dumb anymore we 
look for facts. Who agrees?",-0.150509059134,-0.125501407051
44,"Believe me!!!support Trump...if you support Hillary,you will 
regret!!!👀👀Hillary will made more wars in the world!!hillary=devil and 
liar。",0.00531246758402,0.430173448781
45,"That racist and sexual predator Trump has corrupted many fools minds with 
his doctrines of hate, lies and stupidity.",0.127204369286,-0.106693557201
46,"Hillary Clinton is our hero, Donald trump is the worst, Clinton will take 
care of everyone. Donald Trump is just so dumb and stupid, Like if you 
agree",0.265733175481,0.177419307623
47,Trump won the America is going to an end,0.150955936742,-0.0864885783457
48,"How was Trump able to get so far? Guys, don't elect him. He rlly reminds me 
of the german history. And if you don't know what I am talking about and if 
you don't know what terrible things happend there, then you should rlly go 
check that. Then you can think about if you still like Trump again.",0.0943102783294,-0.0995040855364
49,haha,-0.10898611662,-0.0758347263119
50,"Obama, come back. I'll never let you go Obama.",-0.128237491986,-0.0782020310873
51,"i am from India and i feel Donald Trump is the need for USA 
....Globalistaion is going to experience its slow death maybe in the next 
20 years or so and the next superpower gonna be China and Russia.....USA 
india will become close friends and hence these two will give tough 
competition to the russia-china nexus",0.0400804208218,-0.0787673407695
52,TRUMP IS A RAPIST!!!!!,0.84790265652,-0.0568756352702
53,"It was pretty fu#$ed up that they kept interrupting trump and going Hillary 
more time to talk than trump at some parts.",0.307420818181,0.196159115716
54,"Trump is just looking for power and for money and he will lie about 
everything and acuse anybody if he has to.",0.196736626436,-0.100645355096
55,"I'm only 16 so I can't vote yet. However, if I was to I'd definitely vote 
for Trump. He seems to be more peaceful and easy - going, and has tried to 
avoid getting into scandals recently. However, Clinton has still not 
responded to 50% of the crimes she's committed. Not saying Trump is 
innocent, but he seems to not be spouting out propaganda bs like Clinton to 
brainwash her supporters. Triggered SJWS who think abortion is OK, feel 
free to reply",0.142069120068,-0.0271071309253
56,"I'm an Indian and this is none of my concern but still I would like to put 
up my view point that after hearing them both I feel sad for Americans, 
both are huge liars and trying very hard to convince you people to vote, 
Hillary Clinton is just a little less of an evil. 
I wish you guys could have Obama back.",-0.175392356875,0.200682615987
57,"Trump and his doctrine of hate, racism, bigotry, and hypocrisy are not good 
for anybody. He is corrupting peoples mind, just lying, fearmongering, and 
deceiving the fools.",0.150914919969,-0.103482471704
58,"Trump may have lots of money, but he is an idiot, an ignorant, and a big 
liar sorrounded by racist, bigots and evil people just like himself.",0.102806651709,-0.131667225899
59,"WOMEN WERE PAYING MORE before ObamaCare??? WHY!!! Again in a patriarchial 
society where do us as women survive? This man is a mysognist how can 
people vote for him",-0.135010712454,-0.109108101847
60,go trump,0.84790265652,-0.0568756352702
61,she won this and will win tonight!,-0.0861642374002,-0.0604973121507
62,What's isis got to do with him being a rapist,-0.114918211965,-0.0790485774683
63,"We are fuked! That trump is nothing but a big fraud and a man full of lies 
and hate.",0.14449536329,-0.0809449393669
64,"would any young ladies out there like a bill clinton cigar treat...don't 
worry ...hillary wont mind...or would you prefer some trump octopus 
hands...i hear hillary talking about what trump does to women...just ask 
yoko ono what hillary does to women...america had better wake up 
NOW...neither of these can become president and you know it...",0.050567587543,0.294553431436
65,"Probably the most disgusting human being for president in the history of 
human kind.",-0.115786442996,-0.10253640195
66,no I'm sad Hilary lost😧😧😧,-0.122156245376,-0.136025010999
67,"HILLARY FOR PRESIDENT! I don't see how there's even any kind of choice 
involved: it's either an experienced, intelligent human being for president 
or a moronic, appalling disgrace!",-0.133234598224,0.192100794564
68,"Wow. I've been researching Hillary a lot lately and while I do deeply 
believe in her good side, I must say that after just recently having looked 
into the rape case Donald mentions here in which she indeed successfully 
defended a rapist and got him off the hook although she knew that he was 
guilty, I find that to be the most important and convincing reason to speak 
against her as a person and most importantly speaks against her as being a 
politician. I'm not saying there isn't enough that speaks against the same 
things in Trump's case. 
But standing there and calling him out on something he's supposed to 
apologise for (he definitely is!) while at the same time not having the 
mere guts to apologise to the rape victim is just such a low of character, 
I don't have any words for that.
I may not be an American citizen so I don't actually have a say in that but 
as a human being I am just sick and tired of this kind of politicians. 
Pointing fingers at everyone for their misbehaviours instead of standing up 
straight, trying to be a good person, being moral and saying when they're 
wrong, admitting to their mistakes and first and foremost BEING HONEST. 
That's what a strong leader is for me. It's one who is truthful and real 
and upright.",-0.0445546371827,-0.00508895031101
69,"VOTE HILLARY!!!! Raise minimum wages, expand Obama-care, first female US 
President and THERMO-NUCLEAR WAR WITH RUSSIA!!! YEAH!!!",-0.144030281179,0.126649379941
70,"I have a serious question, can anyone that is a Trump supporter please 
explain to me how you take him seriously?",0.288705831769,-0.0739165093426
71,"Side note: As a Brit looking at America from the outside the rise of Donald 
Trump is shocking. He wants tax cuts for the very rich, he is clearly anti 
hispanic, has clear contempt for women and minorities, loathes the 
President and loves Putin and Russia.

He has no clear policies, lies constantly, talks like a child, has a quick 
temper, cannot take criticism, holds a grudge, is revengeful, spiteful , 
narcissitic and aggressive.................and yet this race is 
competitive. If character means anythng to Americans it should not be.

Hillary Clinton is not without her flaws but in every area as shown in this 
debate she is superior to Donald Trump.

Do the right thing America................elect Hillary Clinton as your 
President. 

PS:The fact she is a woman is an added bonus..",0.109419716057,0.216541354086
72,"Why arm the kurds .-. giving guns to a foreign country for the sole purpose 
of making things right is nonsense. Not to even mention the american people 
paying taxes to light up conflict they don't even understand. Is it another 
ruse to get cheaper oil ? Go build hospitals and schools instead.",-0.152527342574,-0.12252399972
73,"What an Idiot!!! If he will be elect, US are the stupiest Nation on Earth.
 P.S. :Now they are!!!",-0.10898611662,-0.0758347263119
74,"Are you ready to get nuked, americans? Well you better be, fucktards. 
Saythanks to Nuland. Never forget. Never forgive. From Russia with love.",-0.12911407247,-0.0798370730623
75,"TRUMP IS MORE HUMBLED ON THIS DEBATE ..THAN ON THE 1ST DEBATE... MAYBE 
BECAUSE IN THIS SECOND DEBATE TRUMP WAS DEBATING IN FRONT OF A WHITE MAN 
AND WHITE WOMAN..... ON THE FIRST DEBATE ..THE DEBATE WAS IN FRONT OF ONLY 
ONE  BLACK MAN AND HE SHOWED VERY LITTLE RESPECT! HE WOULDN'T EVEN SHUT UP 
WHEN TOLD HIS TIME WAS UP...BUT ON THIS DEBATE THEY MADE BOTH OF THEM HUSH 
UP..",-0.00442941803897,-0.0773351757707
76,Voted for Hillary today,-0.144659137062,0.88503483267
77,"Trump is an idiot, a racist, a sexual predator and a very digusting human 
being. This time we have gone too far and too low now.",0.120553416589,-0.112600184269
78,"Americans if President Clinton, it will be a war in the world, she was sick 
in the head, in Ukraine now there is a war, thanks to America its power in 
Ukraine war gave Obama, Russia is not the aggressor, it is not not attack 
anyone, it's all Obama does that the circle is a war, make the right 
choice, only Trump will be peace in the world",-0.0685734811053,-0.0895404768001
79,"Trump is like those charlatans who lead cults for idiots. Nothing but a 
bigh fraud, a racist, and a sexual predator.",0.127178830781,-0.128844747161
80,Trump is going down !!! Hillary u goooooooo upppppppp,0.248817125014,0.392958975529
81,trump is bad for president,0.214654473981,-0.0970450101362
82,"Trump is just women abuser and an idiot with no wisdom. All minoritys and 
all womem must reject that charlatan.",0.230388749671,-0.104268365936
83,HILLARY CLINTON FOR PRESIDENT,-0.145807247779,0.443148689941
84,"H E L P!!!!!! I don't know who to vote for... but I think Trump would be a 
better president. I realize, America its not the same anymore. At the same 
time, they always gone do a lot of things then they don't do it.",-0.0147367160842,-0.11255204078
85,"Trump I am from Kuwait and so far you are really annoying the hell out of 
me I am not an American but dude you really oughta actually do your 
research cause not all of us are terrorists only 5/100000000000 are 
actually terrorists Islam is a telefilm that believes in peace ISIS is NOT 
ISLAM",0.0197815415753,-0.0898388622798
86,"This is terrible, should the country be like Trump thinks? Women are the 
future, who the hell can say anything else?! Hillary as a woman has a 
better perspective. For Hillary!!",0.0214850798949,0.324802165304
87,"Finaly we got the sexual predator and the racist we a have always been 
dreaming of! I guess we all can say that justice has been done.",-0.0920095449952,-0.0987332953514
88,"as hes looking in the camera at 10:25 his eyes get bigger and bigger and 
darker, its so demonic ..",-0.10898611662,-0.0758347263119
89,Batman will vote for Martha.,-0.137114868615,-0.0756850907662
90,I want hillary clinton to win,-0.131231004289,0.352171919826
91,"Hillary would be a better president. She is smartly kind. even her husband 
was a president of the USA for 8 years, not even a single racism or 
division occurred. Therefore she is trustworthy. BTW, she killed Bin-ladin 
and Qaddafi for a purpose, it is because both of them caused alot of 
corruption on land and both of them killed millions of innocent lives. 
Hillary, always hillary is better choice",-0.140847706604,0.398033896435
92,"I hate Hillary Clinton , she has a huge head like a lion.
Her head is too big for her tiny old grandmother body.
@ 2:54 she doesn't have the look of a president she looks like an old 
grandmother
(I know that she is a grandmother) she's an old woman who is trying to act 
like a younger woman but it isn't working because she looks ridiculous.
Obama, has the look of a president , I think. 
Hillary doesn't , Trump doesn't either.
Why don't they set an age limit for being president , that way it will stop 
senior citizens like Trump and Hillary from trying to be president.
@ 3:43 Trump doesn't even know how to hold a microphone correctly.",0.0264891007982,0.123143244751
93,trump won legaly?,0.322302269869,-0.0549137089018
94,"OMG
I live in Germany and i am so scared about Trump!! He said so Bad things 
Wtf !!! Why did YOU choose him?? Im very scared and my family too. Sorry 
for Bad english.😁😩",0.0309007814596,-0.0910474946781
95,"20:10 ""It's just awfully good that someone with the temperament of Donald 
Trump is not in charge of the law in this country."" LMAO. Open mouth, 
insert foot.",0.170760229989,-0.108563572258
96,"Whats wrong with the Americans those two kandidates are a HUGE step back 
compared to Obama
And by the way they are both very unsympathetic ^^",-0.143800093746,-0.100222840878
97,"Do you think Hillary Clinton should've won this sign this petition that can 
push the electoral collage vote and go with the popular vote and on 
December 19 we can push this dude outta here link down below 
https://www.change.org/p/electoral-college-electors-electoral-college-make-hillary-clinton-president-on-december-19?source_location=topic_page
",-0.154172270581,0.369465340439
98,"yo trump, I would like you but you want to block me from tacos",0.219959032387,-0.0965116086695
99,"Why isnt this political debate about politics? We're focusing on who's a 
better person when we should be focusing on laws and projects.I mean its 
just weird , they bring each other down and try to show their adversary is 
more evil. What the heellll is thhhatt",-0.135512862015,-0.0842004917595
100,"It was disgraceful of Hillary to call Trump a racist for daring to question 
the legitimacy of Obama's birth certificate. What did race have to do with 
that?",0.0825970943855,0.168607067092
101,"Trump roasted Hillary, every single response.",0.468553455481,0.680456254079
102,14:47 A fly lands on Hillary's face because flies like bullshit.,-0.174050041281,0.17461645825
103,"""Cause you'd be in jail.""",-0.126804864731,-0.0895341304719
104,The reported/host seems like she hates Donal trump,0.392325512033,-0.111476684016
105,1:24:50 is where Ken Bone is thank me later,-0.169022668239,-0.136937561643
106,The Moderator is biased,-0.10898611662,-0.0758347263119
107,"1:29:38 - That guy really put Trump and Clinton on the spot with that 
question. Dude, you are the debate's real MVP.",0.0595342703757,-0.0447936261598
108,"""BECAUSE YOU'D BE IN JAIL"" *Mic drop*",-0.126804864731,-0.0895341304719
109,"anyone else came here just to read all the comments saying trump will never 
win? haha",0.153570650584,-0.0809676222329
110,I enjoy watching these now that he's won. Killed it on the 2 last debates,-0.109032591672,-0.0774002490187
111,I VOTED FOR DONALD TRUMP,0.486013707353,-0.0488449928092
112,"I really do not like donald trump.. I hate him, but every time trump wants 
to respond to clinton this stupid blog bitch is interrupting him. This is 
not fair..",0.274951706935,-0.0519751528265
113,That fly that landed on Hilary is doing the fly nation proud..,-0.15520086718,-0.103030976758
114,"I feel like Trump and Hilary are two divorced parents fighting over custody 
of us, but we kinda just wana go live with grandma.",0.170197883431,-0.153490512721
115,"from the first moment Hillary started talking I felt like I'm watching a 
movie with a usual pretentious wannabe.",-0.142379685431,0.196933556974
116,"Hillary looked SO smug throughout the campaign... How embarrassed must she 
be now?",-0.144659137062,0.88503483267
117,"Do you think Russia is the problem? Russia is not the issue here. Terrorism 
is! Frankly, that is the dumbest thing I've ever heard. War kills, people 
have to die. But to stop this war, more people will die. It's a simple 
fact. People die! And they will continue to die, but those people are dying 
for the greater good of humanity. If Russia didn't bomb Syria then ISIS 
would have even more power. Does anyone want that?",-0.15228588092,-0.1051174592
118,Anderson is very biased. The woman moderator is worse.,-0.114884029689,-0.0802396426688
119,"Can Hillary stop saying ""America is Great because America is Good"" has she 
no idea how retarded that sounds?",-0.174929643068,0.0851283523557
120,"Trump ate this ""B"" for lunch. She is such a liar (and a bad one).",0.287482292706,-0.083290697595
121,"Everyone loves Clinton when she speaks. Why? Because when she speaks she 
talks about things everyone would agree with.

""We are going to empower everyone"". ""We are going to fight against Cancer."" 
""We are going to help the middle class"" 

She is a politician. She says broad statements that any normal person would 
agree with. 


Trump is unpopular because he speaks the truth. A lot of people don't want 
to hear the truth. It sometimes is unpleasant. But that whats makes Trump 
such a winner, and a true leader- willing to do the right thing, even if 
its very unpopular.",0.0754216948376,-0.0660416181156
122,"Trump scares me, but Hillary's fake smiles scare me just as much, good luck 
America (o_O)\
/ |
|
|
/ \",0.11051319249,0.215270157266
123,I'm here for Ken bone,-0.169022668239,-0.136937561643
124,I'm not even American and I'm still watching it😹,-0.133748191026,-0.0989393073309
125,I would rather have Obama for another 4 years,-0.125843611551,-0.0773464911179
126,"TRUMPS WINNING, LIBERAL TEARS",-0.10898611662,-0.0758347263119
127,14:49 there's a fly that lands on Hillary Clinton's face right..?,-0.173285927598,0.248799342426
128,"Isn't there 300,000,000 Americans?
And these are the best 2? :/",-0.132431709507,-0.0959046619982
129,Hillary's poll numbers are dropping faster than her husband's pants!,-0.144659137062,0.88503483267
130,"I can see many Hillary supporters in the comments, well I have a question 
for you people, how would you feel if ww3 started, she openly said that on 
tv, that she want war with Russia, how do you feel right now, that maybe 
next year, a nuke will be dropped on New York, Washington DC, Los Angeles, 
not only american cities of course, Moscow, Berlin, Belgrade, Paris, how do 
you feel about that?",-0.150686508812,0.0922867813635
131,"Donald Trump is better than Hillary Clinton, I'm listening both of them, 
Donald Trump open man",0.329878024777,0.207739818995
132,Hahahhahhha Hillary took that L,-0.144659137062,0.88503483267
133,"if Clinton becomes president, will be a third world war, you Americans want 
it?",-0.135493177435,-0.0641221403153
134,"Goodness, Internet Explorer took a bit longer than expected. I'm just happy 
Jimmy Carter is finally president.",-0.114847283813,-0.120332280978
135,"20:16 Donald, please follow through with this. You would make so many 
people happy.",-0.0915503764193,-0.099991915368
136,i predict Donald trump wins,0.333944059202,-0.0581550264139
137,"I thank God Trump won. Hillary would have brought total destruction to the 
USA.",0.110905032196,0.208893898149
138,"I love how when Trump speaks when he's not supposed to or goes over his 
response time the moderators dont shut up just going ""Mr Trump!"" Over and 
over but when Hillary does it its one ""Secretary Clinton"" like every 10 
seconds",0.207700970533,0.153347022672
139,"Anyone with a brain can see that Donald makes zero sense during his 
speeches, often gliding away from the topic.
Likewise, none of his many words are backed by fact. From the looks of 
FactCheck.org, investigators usually debunk his statements with 
kindergarten ease.
Yet, Trump makes a lot of noise and gives the illusion that he’s 
ahead of the game. It confuses his supporters as well as his opponents.
Read more at 
http://www.inquisitr.com/3630379/jane-goodall-donald-trump-analysis/#byKyFhHMeD5AdCBy.99
",0.316622591512,-0.0571212303644
140,to be honest i only watched this because of SNL,-0.10898611662,-0.0758347263119
141,"Simple question. Would you vote for Laura Bush? Barbara Bush? Nancy Reagan? 
Rosalynn Carter? Pat Nixon? Mamie Eisenhower? Mary Lincoln? Martha 
Washington? Why would anyone vote for an ex-President's wife to become 
President? All nice people in their own way but it doesn't qualify them to 
run for President. Hillary Clinton running for President is beyond 
ridiculous. The only Countries where wives of a former National leader 
""take over"" are monarchies, dictatorships or banana republics. America is a 
republic. Even voting for Hillary Clinton will classify the US as a 
dictatorship or a banana republic.",-0.164284207759,0.221807504929
142,"It´s unbelieveble how much more mature Hilary is than Donald. He really has 
to work on his anger issues, so immature.....",-0.0524997311194,-0.114247079164
143,So what does JayZ and his ilk mean when they insult women?,-0.11903278507,-0.0927159737482
144,hahaha Trump is owning,0.84790265652,-0.0568756352702
145,MAKE AMERICA GREAT AGAIN!!!!!!,-0.159787323995,-0.119317110561
146,"mr.trump did you abuse women ?
Trump:yes, I will get rid of the IS and help America
🤓",0.276216468767,-0.0935862077122
147,was there a fly in the debate!? or is this just me,-0.16146839046,-0.0907172402566
148,"""Cause you'd be in jail"" hahaha",-0.126804864731,-0.0895341304719
149,"I want Hillary to win. I am anti-american. World needs WWIII. USA needs to 
be broken up or at least weakened (along with their Islamic attack dogs), 
if world peace is to be achieved. As a person who actually understands 
geopolitics and history, there is no other way.
World should gear up and support Russia. China isn't fit for this job. Like 
it or not, USA is destined to go down. Traction gained by Bernie Sanders is 
proof that USA is a sunset empire. The world can either choose to go down 
with it, or prepare for the new sun.
Yes, even with Trump, USA will go down. But he won't lead the world to 
WWIII, which would mean USA may live to fight another day(meaning century). 
USA can't be left alive.",-0.0732210393432,-0.0311217945799
150,Those news hosts were biased towards Clinton.,-0.124752958272,0.0621866695759
151,"can he stop breathing so hard into the microphone and interrupting in a 
debate? Wow! Why keep making childish remarks? This is ridiculous... he is 
making my IQ drop....",-0.138021485303,-0.0686165708798
152,Am I the only one who saw that fly on hillary's face?,-0.165258348434,0.267372265684
153,I'm here to get into the bone zone.,-0.148988059531,-0.11396786432
154,Ken Bone 1:24:47,-0.169022668239,-0.136937561643
155,Donald trump roasted her ass 🔥,0.486013707353,-0.0488449928092
156,"Shout out to all Non Americans who are watching the US Debates just to see 
Donald Trump get humiliated by a girl.",0.210649851276,-0.093704643956
157,"America is NOT great it hasnt been great since the bushes and clintons made 
it a disgrace Its a shame because america was the country everyone wanted 
to be like but now it is hated over the world. Hilary has been intimidating 
women for her husband for years Bill Clinton raped and sexually assaulted. 
Trump is right in what he is saying the clintons are the biggest predators 
also look at what trump said 11 years ago is it really that big a deal when 
you see whats going on in the world, Hillary just said when they go low you 
go high then she went even lower she is a witch and not just as a 
description she is a true witch she does not believe in God she is a 
wiccan, she is more disgusting than Trump",0.0573407386124,-0.0333054917481
158,was that a fly on her face at 14:55?? lmao she is lying,-0.162687067953,-0.0733919421086
159,"I'm not even American but a black African, I would advise Americans to vote 
for Donald than Hilary because she's selfish, greedy and a murder! people 
are so blinded by racism and feminism and all that but is that the main 
problem? and Hilary as a woman is racist and only cares about her pocket 
everyhing she says is for show! as she claims she has two personality..this 
is on camera...If Hilary Clinton becomes the next president, it's the of 
America ...and the world I be honest, she wants WW3 like its a joke...coz 
that would destroy humanity and existence...PEACE, may God guide you",-0.13355379974,-0.144329915445
160,the sun creats enough energy to power the world for a year in 50 minutes,-0.119281012281,-0.0966290226471
161,are Americans that stupid? why would any of you vote for Trump?,0.0939154632842,-0.0891156802562
162,Either way I'll have a show to watch when one of them become president. :],-0.127875748041,-0.103755557691
163,clinton all the way <3,-0.13324388249,-0.00814472788423
164,"disgusting martha ratshit starts debating trump !!??...right !...no media 
bias here...",0.168215431095,-0.0758554098943
165,"Thank god I'm European, although a lot of our politicians are just as bad 
but my main concern is I don't think either of these candidates are up to 
the job of president, I can't see Trump being the diplomatic president, he 
opened a golf course in Scotland and because a man wouldn't move his home 
he insulted him built a fence around his property and tried to bill him for 
it.
Clinton does not come over as a strong personality the president has to 
show strength and intelligence a firm but fair personality, Clinton does 
not show that.",-0.0377102008964,-0.0722867754519
166,For some reason I ship Hilary and Trump. Trumilary RULES,0.293709014544,-0.121868975824
167,"Ya so I ordered a flight to canada for November 8 just in case trump wins. 
oh and they should have sponsored the debate by air Canada",0.149570213643,-0.085164965808
168,"While I'm no fan of Hillary, I got sick of hearing her talk. I don't belive 
she will effectively get rid of ISIS ASAP. All talk. Not that I trust Trump 
anymore but with all this terrorism we need someone to deliver the hard 
blows.",0.0203121752996,0.107521485689
169,"Hillary has discussed the e-mails and everything else, but he avoids all 
the dirty, dirty questions addresses to him. ANSWER! You have five days, 
Trump. CLINTON FOR PRESIDENT!",0.0774236980846,0.247871620166
170,"I don't need to apologize for talking about sexually assaulting women but 
damn it Hillary you better apologize for a private server.",-0.137039390882,0.149406693918
171,trump is dumb,0.84790265652,-0.0568756352702
172,When in the video did Donald trump say Hilary should be in jail?,0.171707500037,-0.0825546343338
173,"Trump is a criminal, a sexual predator, a racist, and a big crook.",0.121937156687,-0.108019932381
174,"keep Hilary for culture and development.. keep trump for security. I hate 
both of them though",0.188241539696,-0.10779252423
175,"Donald has some truth cause he knows how bad she is but he is no better so 
no America pick your doom D.T or H.C you either vote for a racist psycho 
that hates Muslims and Mexicans or you go for Hilary who caused the leakage 
of government secrets cause she was lazy enough not to use the encrypted 
email and many people that try to sue her or tell the truth about her are 
either dead or murdered and now all of America is going to experience 
ARMAGEDDON
oh and each time a question is asked to either of them they talk minutes of 
bullshit which translates to 4 words"" we're gonna fix it""",-0.131006453671,-0.133135240439
176,HI. TRUMP IS A RAPIST!,0.84790265652,-0.0568756352702
177,"If. Trump gets To be President The twin towers are coming back that every 
body looked up to and. If Hillary. Gets picked. She. Going to kick all the 
Russians. Out wat a freaking racist",0.144745732948,0.21801992244
178,"2016 Trump .,.. India welcomes our new President with heart of joy Every 
Hindu is behind Donald Trump .... This Time Donald Trump Goverment love 
From India ...",0.492919843812,-0.0585790289152
179,"doesn't matter if Clinton or Trump wins; I can feel the next revolution 
about to start lol",0.101485979641,-0.0371365365255
180,"25:18 lol going to miss these two being so petty to each other. They would 
make such a cute old couple",-0.134044122582,-0.0931909197239
181,I am a badass,-0.10898611662,-0.0758347263119
182,hilery got my vote,-0.130871907806,-0.0782871361107
183,What Your All Here For 1:24:42,-0.10898611662,-0.0758347263119
184,"Nobody needs an idiot, a racist and sexual predator like trump for 
president.",0.109610896627,-0.134855301229
185,omfg just realized that she isn't technically the nominee,-0.110409994541,-0.112184009999
186,TRUMP TRUMP TRUMP,0.84790265652,-0.0568756352702
187,13:10-14:40 Donald Trump trapped Hillary Clinton in a corner.,0.191084702263,0.334530049351
188,"Hillary is sexy........ but, Trump is so Crazy ........",0.468553455481,0.680456254079
189,"Seriously it's nasty how Donald trim is so rude I'm litterly disgusted of 
him😡😏😒😠",0.0400078122546,-0.0583623246809
190,"Trump is an idiot and a sexual predator. He is also a traitor who is in 
love with that dictator putin.",0.134582450407,-0.0923891318114
