,text,z1,z2
81,"God, I felt bad for Lester Holt",-0.133572470029,-0.124086974326
82,"Trump is a disgrace for united states and a national embarrasment. The 
entire world is laughing now. And who wouldn?",0.188788740978,-0.0812881159133
83,"Trump hired a ton of immagrants and refused to pay them. He is such a 
hippocrit",0.245326856083,-0.0625798848522
84,36:20 😇,-0.109639381835,-0.0808997184251
85,Nobody should vote for that racist and sexual predator trump.,0.229484013031,-0.0550695295629
86,"I see why Trump beat the crap out of her in these debates. Trump is the man 
for the job of U.S Presidency, I'm so glad I voted for and will support 
him.",0.392345322887,-0.0567620800926
87,Hillary will make a good president,-0.146939984938,0.239430057716
88,"That sexual predator Trump is a promoter of hate, racism, and bullshit. He 
is a danger for democracy, for justice, and for equality.",0.292725756953,-0.0658143301914
89,trump need to get kicked😠😠😠😠😠😠,0.266812397612,-0.0731026263812
90,"If both Hilary and Trump fall into a river, which one do you wanna save 
firstly ???",0.307845560339,-0.090876421576
91,"That charlatan trump is always making up false storys and lieng about 
everything. He is just a hateful man, a deceiver, and a big fraud. He is a 
racist and a sexual predator.",0.106242738612,-0.125676937073
92,"How to know when Clinton is lying? She opens her mouth. Also, she had a 
'tell', as a professional card player would say. Every time she sort of 
'scratched' her face it was to say to Lester Holt, 'throw it to me', and he 
did. Such corruption.",-0.15655028445,-0.0430090362925
93,"HEY TRUMP SUPPORTERS! Yes, you! I want you to give me some reasons to vote 
for Trump. Valid reasons, not just ""Hillary deleted some emails! She is so 
evil!"". I'm a complete democrat, but let's see you try. Don't worry, I 
won't change my views, I just like a good argument that involves Trump. 
Come on, let's hear why Hillary isn't as good as Trump!",0.24747283419,0.162096173434
94,I vote for Hilary Clinton 🇺🇸,-0.132748847252,0.0111063349787
95,"Americans if President Clinton, it will be a war in the world, she was sick 
in the head, in Ukraine now there is a war, thanks to America its power in 
Ukraine war gave Obama, Russia is not the aggressor, it is not not attack 
anyone, it's all Obama does that the circle is a war, make the right 
choice, only Trump will be peace in the world",-0.0619939015727,-0.0768946002035
96,Trump looks really sad,0.309338813015,-0.0673931505961
97,"Dont panic! Everything will be just fine. I mean, its not like we are 
puting a sexual predator, a racist, an idiot or charlatan as president. 
Now, that would be a big mistake!",-0.108881600425,-0.137296508416
98,"Of course women don't deserve equal pay unless they do as good a job as 
men. Equal pay for equal work.",-0.122305367419,-0.0950834536246
99,lol from Dubai,-0.130993272279,-0.0921768577625
100,"Q: Mrs. Hillary what is 2+2?
Hillary: four.
Trump: WRONG!!!",0.10343993448,0.613672746856
101,"I really wish they'd turn the other canidates microphone off while it's 
ones turn to speak.",-0.121678687727,-0.0957169203336
102,A racist or a robot... that's a tough choice!,-0.0937638494107,-0.0974227424277
103,I love how Donald Trump is wearing blue and Hillary Clinton is wearing red,0.154897998371,0.381240850186
104,Trump looks like he's contemplating a murder.,0.378949109058,-0.0346335117363
105,Idiocracy was a documentary.,-0.109639381835,-0.0808997184251
106,"I waited 18 years to vote and when I do, these are my choices? 😑",-0.118098295592,-0.0712335850128
107,"Hillary Clinton sexually abused female minors supplied to her by the 
pentagon through their monarch MKultra mind control programme. google      
' Hilary Clinton MKultra'        Hillary PEDOPHILE",-0.178761334151,0.590078467873
108,"Damn, you americans surely are very interesting.",-0.119655094769,-0.10161613547
109,"Honestly I hope US will just improve as a nation in the future. Just saying 
as a bystander and a foreigner.",-0.144137412673,-0.151326143037
110,"Why am I watching this? Oh, I remember I am forced to for school. Oh, 
Joy!!!!",-0.132398549751,-0.108879892592
111,"the year is 2016 and the presidential debate has turned into a fight 
between 2 five-year olds",-0.158245167624,-0.109093012139
112,this dude is clearly racist lol man i feel bad,-0.13013282319,-0.126424144567
113,"There really just should be a button to silence their microfones. This is 
just uuuugh, let each other speak for god's sake!!!!!!!!! How is this even 
called a proper debate???!!",-0.167319134427,-0.15799274518
114,"i dont care who wins because i live in Britain, im British :)",-0.13160262585,-0.0935303201376
115,Donald Trump makes more sense for me..,0.438384745568,-0.0105576337988
116,why does he talk over her all the time it's really annoying me😂😂,-0.138051662076,-0.116934359123
117,"statistics say that 27% of the time she lies. that is 1/4 times
trump lies 70% of the time. that is 7/10 times he lies. that is a lot at 
east that is what the statistics say on NBC",-0.032551552563,-0.094509346498
118,"It's really sad to see that 90% of america's population don't know anything 
about their policy or policy in general, please let the foreigners vote, we 
know better about your country more than you do lmao.",-0.162334679087,-0.110801609391
119,I wonder if even democrates believe what she's saying,-0.115889910762,-0.0920742591318
120,Shut up y vote for hillary Clinton,-0.162632171441,0.441278566329
121,"remove the sentence "" I'm very proud of it. "" and Trump's speeches will be 
halved",0.858835225635,-0.0205401630898
122,"Lay off the coke, Trump!!! *Snort! Snort!* X0D",0.858835225635,-0.0205401630898
123,"I hate Hillary Clinton so much. I hated her smile. I would SO love to turn 
that smile upside down.",-0.152629877715,0.353941966592
124,"What has this world came to on Donald Trump can't stop being in the news . 
He confess about him sexual assault women and there now accusers coming 
out. When Bill Cosby has accusers there was a investigation. Hillary 
Clinton had FBI investigation about her email. Donald Trump refused to 
allow his Taxes release or investigation By The I.R.S that's some B.S. 
Howard Stern had Donald trump on the he show he say in confession that he 
goes in the women dress room uninvited cause he own it. WTF is wrong with 
Donald trump supporters there been my individual analysis Trump and Hillary 
Clinton taxes reforms. These independent analysis say donald trump would 
put 4 trillions on the nation debt and hillary clinton would be a slow 1 
percent growth in economy.",0.294442927552,0.282832523546
125,"trump has the alter ego of an annoying, bratty, self-righteous 12 yr old 
toddler whose only defense mechanism is to drown others in noise.",0.256878680329,-0.0598931857594
126,trump is the one who deserves to be President.,0.430618550396,-0.0868179642311
127,"ANYONE WHO IS OF DRAFTING AGE PLEASE BE REMINDED!- - - - - - War with 
Russia is IMMINENT - And, Clinton has stated uncategorically ""nuclear war 
is on the table"" which means she is in favor of it. - - - - VOTE TRUMP if 
you want to live.",0.012209457612,-0.00905605164042
128,I'm lucky that I don't live in the USA. Sweden for the win,-0.145122214413,-0.098826410452
129,"I feel like Donald and Hilary are a couple who have been together for 
decades and just decide to divorce and are fighting over the country a.k.a 
us but we would rather live with auntie sue😁✌🏻️",-0.110545876117,-0.130764559138
130,"I'm 15 years old and I don't understand economics can someone explain it to 
me",-0.128226712047,-0.0972578117389
131,"the donald was like the no huddle bills offense of the 90's. JUST KEPT 
ATTACKING!!!!",-0.059658175174,-0.0962137773549
132,#TeamHillary,-0.109639381835,-0.0808997184251
133,"Donald Trump--is future President of US for next 10 years------------US 
needs him , to stop exodus of US companies to other countries and scrap of 
NAFTA",0.165450410747,-0.0573920243517
134,trump is a rasist son of a bitch.,0.858835225635,-0.0205401630898
135,"Economics says.. Trump will wreck the economy... He does not know what he 
is talking, seriously.",0.0785860068689,-0.0781038399297
136,"This has been interesting to re-watch. Hillary actually started slinging 
dirt first and was the first to mention a ""special prosecutor"". So glad 
Trump won!",0.0907317476639,0.204159463294
137,"the truth is that donald is a business man (child) who has an ideal to 
improve mostly the economy, whether it will work or not no one knows 
because he doesnt have any government experience. His tendencies and 
judgement are irratic and if any thing was to go from bad to worse itd be 
with donald because he IS a ruthless business person, Not a politician. You 
can even tell that he can't even answer half the questions properly; only 
deflecting with hatred and other negative comments about hilarys past.
Hilary is a traitor blah blah but at least she has apologized. She also 
knows how to stop and listen which is important if neither of them have 
been a president before... Also if bill clinton comes along with hilary how 
do we know he wont have any input in making americas economy good again 
also.
What you all dont see is that pass all the fact checking through these 
debates, donald should only be an economic advisor at best.... to say 
worthy of being a president is beyond ridiculous. 
Americans should worry about the people who are voting for trump because i 
would love to hear a rational argument for once.",-0.0114095234614,-0.0971865027213
138,"All those people who are willing to emigrate after Trump won, leave to me 
your house and your wife. I'd move there :)",0.232996918959,-0.0829405446577
139,1:21:28 On Nov 9th she wasn't smiling anymore!,-0.109639381835,-0.0808997184251
140,Who even made him a presidential candidate!,-0.127582829104,-0.102614029076
141,OMG what happen with USA,-0.127691329408,-0.0836324202977
142,"Think about this.. if Hillery is in.. Russia and maybe China will be forced 
to the brink of WAR because of her, but NOT Trump, Putin and Trump will get 
along fine, thus we are SAFE with Trump in, and I like Putin and the 
Chinese people are great.",0.344049890083,-0.0603559581359
143,"I don't trust Clinton - I look at her and feel nothing shes saying is 
authentic, truthful or genuine.",-0.143724806383,-0.0275468708365
144,"I would much rather have Trump, bc I don't want the US president being a 
criminal who committed treason against her own country",0.11750412271,-0.113625994367
145,"This is SO stupid, it's basically two hours of two people bashing each 
other...when did politics become this?",-0.135188809944,-0.103867535693
146,"You Don't Decide Who You Want In This Debate, You Say Who You Hate The Most 
And Vote For The Other. 😂",-0.15108238882,-0.0945236474153
147,"I would just like to point out there is no way to improve our economy and 
even the hope of getting out of the 17 trillion dollar dept without raising 
taxes. It's not possible",-0.124056366772,-0.110439841277
148,lol ~from Canada,-0.130993272279,-0.0921768577625
149,"As a Brit, I wonder how many Americans find British politics as interesting 
APART from Brexit. Because there's more to a country's politics then making 
a decision to leave or stay in a union.",-0.135452667819,-0.111034316247
150,arrest George Soros,-0.109639381835,-0.0808997184251
151,"Why did you Americans let go Bernie Sanders?! Are you out of your minds 
ffs?!",-0.135850366098,-0.0998475642943
152,Donald trump won this debate BIG LEAGUE,0.19317078253,-0.0624311134298
153,I don't care what your stupid comments say I'm gonna vote for hillary,-0.153340027844,0.148480146087
154,"Question: Donald Trump is involved in 100s of active lawsuits. If selected 
to be president, is he going to use his new found power to influence 
results for his own benefit?",0.174601636945,-0.0676261864771
155,trump is a liar. shot up.,0.858835225635,-0.0205401630898
156,"Honestly Trump talks about mostly about money, hillary talks about respect 
and rights i vote 4 hillary",0.046310596229,0.494721994613
157,"If Hillary wins, it turns to war with Russia. You dont want this.",-0.143881769179,0.190111076469
158,"How is Hillary like a hurricane if she became President?

They would both start off exciting and end in disaster.",-0.143645945492,0.36976334641
159,"Regarding his response to taking advantage of the tax loopholes: 
""smart"" he says...
There's a difference between what is 'smart' and what is Ethical - as a 
Presidential nominee!",-0.125600843034,-0.0991075630022
160,i voted for donald Trump,0.438384745568,-0.0105576337988
161,"Thank G-d that that stupid wretch in the Chairman Mao pantsuit outfit never 
won the highest office in the land. Lets hope Trump will do what he said, 
that remains to be seen, I think he'll put in the same Goldman Sachs clowns 
that have been running this country for decades. But lets hope, I 
personally think he just said what he needed to say and will do the same 
old. But damn, at least that pantsuit psychopath pedophile isn't in.",-0.0185494307484,-0.105677164713
162,Hillary you are a failure trump won from the start #makeamericagreatagain,0.228590786168,0.379003748142
163,"Everybody must reject the donald and his doctrine of hate, bigotry, and 
racism.. He is a fraud and a big liar, and the republicans hate other 
minority groups.",-0.0621926997178,-0.0880502505059
164,"Evil people love evil things, and republican supremacist love the trump, 
his lies, his racism, his bigotry, and his bullshit.",0.0336730979266,-0.0871028517815
165,Donald trump donald trump Donald trump,0.438384745568,-0.0105576337988
166,"Hillary Clinton and Donald Trump are in a boat. Suddently, the boat begins 
to sink. Who survives?




America.",0.165096036609,0.394201564803
167,"How did presidential debates go from two good nominees letting each other 
having they're two minutes to two bad nominees fighting, interrupting each 
other, and never letting the host talk?",-0.148472182504,-0.115152410766
168,Muh wage gap Killary!,-0.109639381835,-0.0808997184251
169,"whenever i see dlnd trmp, i see a children face and body language.",-0.109639381835,-0.0808997184251
170,bet Clinton might not have cheated if that was o never mind,-0.140208320854,0.116144176424
171,Can I say that the President-elect represents its society?,-0.116040321715,-0.109749338623
172,"this whole thing is useless,they have goals but no evidents to support what 
they are saying cant trust them im 13 i know things better than they do 
face it i hate both of them bullshit and a waste of time",-0.129563074564,-0.105387669069
173,"watch out American voters, specially young people. close to 100 years ago, 
Adolf Hitler wanted to make Germany GREAT AGAIN. He wrote the 25 point 
manifest of the NSDAP, but nobody saw his evil side. He was elected 
president of Germany by popular vote. By 1945 he had exterminated 19 
MILLION PEOPLE. think 1000 times before voting for Mr. Trump. I am a 
Republican voting Democrat for the first time in my life. God bless America 
and you readers.",-0.0398325179832,-0.141139882214
174,I'm American and disgusted that Donald is there,-0.0481069606766,-0.0813923696127
175,The 400 pound hacker is that fat dumbo midget Gary Grcoma.,-0.109639381835,-0.0808997184251
176,"Best intro videos 3d and lowerthirds with 4k resolution (3840 x 2160), 
you can only download here: 
https://stock.adobe.com/es/contributor/205124046/fiction-studio
All these are useful for tv editors.",-0.127457401775,-0.100501994193
177,"The ONLY good statement in this debate is : "" Look at the mess we`re up in 
"" 

Remeber, the crisis that is going on in Syria was rooted from somewhere.

You have to ask - why did the United States of America supply the ISS With 
weapons and military training in the first Place.
WHY !!! Wake up.

We will never evolve as a species and make the world great for everyone if 
we are gonna join this Circus, this sham. We all have to take a look in the 
Mirror cus Our children will be living in the day after tomorrow. Think, 
Just think !  

Do you know what ""Death"" always ask us humans - ""why do you always wait 
until it is too late""",-0.165549867236,-0.121515385874
178,f*ck of all them,-0.109639381835,-0.0808997184251
179,#GoTrump,-0.109639381835,-0.0808997184251
180,Electrolytes..,-0.109639381835,-0.0808997184251
181,"Hilary would continue Obama's debt plan- which raised the debt from one 
trillion to sixteen in eight years- after he promised to slice it in half! 
I'm so glad she lost. I really don't want ww3 by attacking Iran and going 
to war with Russia!",-0.14271855828,-0.10793455702
182,"Our police are supposed to be out gunned, other wise we would no longer be 
a free country. But I do agree background checks would be ok.",-0.146148317588,-0.115704204305
