video_title,video_id,comment_id,comment_date,updated_date,commenter_url,commenter_name,like_count,top_level_comment_num,top_level_comment,comment_reply
"""Third Presidential Debate""",smkyorC5qwc,z120eptg0nfmfbgio04cfbxi1ompc1mbeq40k.1478242014498715,2016-11-04T06:46:54.000Z,2016-11-04T06:46:54.000Z,http://www.youtube.com/channel/UCwi6waazhV4YaOlPbedDqsA,J Ro In AK,1, - , - ,So YOU'RE that one dumb NY'er voting for him? FFS! #HRC has this.
"""Third Presidential Debate""",smkyorC5qwc,z120eptg0nfmfbgio04cfbxi1ompc1mbeq40k.1478108876217548,2016-11-02T17:47:56.000Z,2016-11-02T17:47:56.000Z,http://www.youtube.com/channel/UCED6oux3IXTMArzmFq-n-lg,Resul Mujic,1, - , - ,"Before you buy Better in bed, be sure to checkout the review on my blog 
first at *peacereviews(dot)com/better-in-bed-review* Thanks, Werner."
"""Third Presidential Debate""",smkyorC5qwc,z13dhruhcpr3cpvpk04ccrbouvjadzigp3k,2016-11-09T17:43:20.000Z,2016-11-09T17:43:20.000Z,http://www.youtube.com/channel/UCYtzTz3g1H_P-Pd9IgPXmgQ,Altered State of Mind,27,11,This bitch thought she had it lmao﻿, - 
"""Third Presidential Debate""",smkyorC5qwc,z13dhruhcpr3cpvpk04ccrbouvjadzigp3k.1478720583562492,2016-11-09T19:43:03.000Z,2016-11-09T19:43:03.000Z,http://www.youtube.com/channel/UCdO0x-yvXseYxsU-MDtQyfA,Scott Carmichael,1, - , - ,"She NEVER had it. She took the Jeb Bush approach of getting everyone on her 
side and pouring $100 million in immediately. She probably would have fared 
better at the general if she simply had stepped down the day before."
"""Third Presidential Debate""",smkyorC5qwc,z13uwllq3ruuh5mf323fzrvrvzawfjpvy,2016-11-02T00:14:45.000Z,2016-11-02T00:14:45.000Z,http://www.youtube.com/channel/UCAnT1RKTmpXopt0maOJApEQ,Nikita Rodov,35,12,"Obama ruined this country and Hillary will make it worse. trump may not be 
the best, but he IS better than Hillary﻿", - 
"""Third Presidential Debate""",smkyorC5qwc,z13uwllq3ruuh5mf323fzrvrvzawfjpvy.1478619608134254,2016-11-08T15:40:08.000Z,2016-11-08T15:40:08.000Z,http://www.youtube.com/channel/UCqPGRRGgz5Ng6q2EW_P717Q,ilaur 13,2, - , - ,Nikita Rodov Bush made it worst
"""Third Presidential Debate""",smkyorC5qwc,z13uwllq3ruuh5mf323fzrvrvzawfjpvy.1478527119205367,2016-11-07T13:58:39.000Z,2016-11-07T13:58:39.000Z,http://www.youtube.com/channel/UCVtyoh0v_N58-3puqCRan4g,NunyVanstta135,1, - , - ,"Sherelle Fuller Obama did not clean up Bush's mess, he made things much 
worse. Just look at the debt, it's doubled in the last 8 years. Just look 
at all the division, e.g Black Lives Matter. Look at Obamacare. Look at 
Libya and the Middle East. And most of all, just look at how politically 
correct Obama has tried to make the country, with all this liberalism. 
These things are Obama's fault. (#facts#)"
"""Third Presidential Debate""",smkyorC5qwc,z13uwllq3ruuh5mf323fzrvrvzawfjpvy.1478526133642441,2016-11-07T13:42:13.000Z,2016-11-07T13:42:13.000Z,http://www.youtube.com/channel/UCpyJ44R8w0bC3MiKoW2zgHQ,Sherelle Fuller,4, - , - ,"Bush ruined the country, Obama cleaned it up..he did alot while in office! 
#facts#"
"""Third Presidential Debate""",smkyorC5qwc,z130irxifzqjslp5a04cdtziyzz1hnmrld0,2016-10-30T12:13:53.000Z,2016-10-30T14:20:25.000Z,http://www.youtube.com/channel/UC-FukmxyCWx6t0L8VK_nHAg,tanzenistsport,7,13,"How many of the American people are aware, that there are other candidates 
(e.g. Johnson & Stein) that you can vote for?﻿", - 
"""Third Presidential Debate""",smkyorC5qwc,z130irxifzqjslp5a04cdtziyzz1hnmrld0.1479408709141247,2016-11-17T18:51:49.000Z,2016-11-17T18:51:49.000Z,http://www.youtube.com/channel/UCZ-KoPdKs3p3R83McX5l41Q,Batta Beru,1, - , - ,"+tanzenistsport some time you got to fall down before you can walk. As much 
as I love my Mercedes my mother would never ride in one. French forever was 
her motto, now Angela shows the world how to be humane and kind, course 
it's look out here comes the fear and hatred in the form of the right wing, 
but good for her and the idea of altruism at least"
"""Third Presidential Debate""",smkyorC5qwc,z130irxifzqjslp5a04cdtziyzz1hnmrld0.1479406271170750,2016-11-17T18:11:11.000Z,2016-11-17T18:11:43.000Z,http://www.youtube.com/channel/UC-FukmxyCWx6t0L8VK_nHAg,tanzenistsport,0, - , - ,"I don't think that this can be generalized. E.g. here in Germany we have 
great small parties, which are simply unknown. And some have ideas, that 
are ahead of their time. For some ideas, the public mainstream is simply 
not ready yet."
"""Third Presidential Debate""",smkyorC5qwc,z130irxifzqjslp5a04cdtziyzz1hnmrld0.1479376955868444,2016-11-17T10:02:35.000Z,2016-11-17T10:02:35.000Z,http://www.youtube.com/channel/UC0znbBeOGbJFtPDuuS_abOw,sharkfinbite,0, - , - ,"You don't necessarily want to vote for the other independent party 
candidates with out checking them out and knowing what their party's 
beliefs are first.. Usually these people don't get a lot of press or public 
awareness not just because they a smaller party but for having bad ideas. 
For example I remember hearing there was a political party out there that 
had abolishing the constitution. Basically independent parties are awful 
generic brands of the other bigger main 2 parties. Chances are they would 
ruin things as much as the others."
"""Third Presidential Debate""",smkyorC5qwc,z130irxifzqjslp5a04cdtziyzz1hnmrld0.1478573391467292,2016-11-08T02:49:51.000Z,2016-11-08T02:49:51.000Z,http://www.youtube.com/channel/UCezDAYkpirhloybgKJnDO2w,M Mary,1, - , - ,"The thing is if people didn't believe that at the beginning of the election 
then they wouldn't be wasted votes. If people thought, hey let's vote for 
Johnson let's all vote for Johnson then Johnson would've had enough votes 
to debate, maybe even win. Of course, Electoral College isn't going to pick 
a small party winner but it sends them a message especially if people trade 
votes."
"""Third Presidential Debate""",smkyorC5qwc,z13dvn54qkr0cx2v023lyxubpmy3f35cu,2016-11-07T10:33:00.000Z,2016-11-07T10:33:00.000Z,http://www.youtube.com/channel/UCwK917cn5HqV1N7DbekqWvA,Layla Malinday,48,14,"I'm sorry...but I think I'd feel just a tad more comfortable with the 
country in Hillary's hands than in his. His characteristics an demeanor and 
some of the things he says are so immature & outlandish I really can't 
believe he's gotten this far. I don't want someone like this representing & 
dictating us at all. His personality is just too unattractive for my 
comfort & trust levels. I loved Bill as our president, and I think she'd 
rekindle a lot of the ways he ran the country. This guy here, no ma'am...I 
just don't like this rude pushy fellow and I don't want him to be the our 
president, I just can't stand this guy. HILLARY 100%!﻿", - 
"""Third Presidential Debate""",smkyorC5qwc,z13dvn54qkr0cx2v023lyxubpmy3f35cu.1479374970276943,2016-11-17T09:29:30.000Z,2016-11-17T09:29:42.000Z,http://www.youtube.com/channel/UCcmv_s8ciitcgB4PXFNI0xQ,Childhood Obesity & Soda,0, - , - ,"She doesn't run Britain, the prime minister does."
"""Third Presidential Debate""",smkyorC5qwc,z13dvn54qkr0cx2v023lyxubpmy3f35cu.1478717287506383,2016-11-09T18:48:07.000Z,2016-11-09T18:48:07.000Z,http://www.youtube.com/channel/UCZ-KoPdKs3p3R83McX5l41Q,Batta Beru,0, - , - ,"+Kaleb Schulner good news? You won, bad news? You won. What are you going 
to do now, you been losing and whining about everything for so long, all 
you got left is watching your team create apocalypse 2017. Voters have been 
wrong before, check out the reign of he who shall not be named, oh and 
Nixon don't forget him, two worst presidents ever. Be careful what you wish 
for.... And now you got it."
"""Third Presidential Debate""",smkyorC5qwc,z12gv13oinfgzhr3s23uhlnaprnegzktg,2016-11-07T18:56:14.000Z,2016-11-14T03:43:01.000Z,http://www.youtube.com/channel/UCZheQsfLmhHqYJpOg794icg,Go Trump,7,15,"I will never understand how people can say some of the things being said 
throughout this election. No matter who you choose to vote for, it is not 
right to say any of the candidates should commit suicide or be murdered. It 
is also very silly to assume that World War III is going to breakout due to 
the results of this election, or that this country is headed towards the 
apocalypse. With that being said though, Donald Trump is the best candidate 
we could vote for, because otherwise, our country will be worse off. His 
only real competition is Hillary Clinton, who has proven herself to be a 
crooked and corrupt politician; any third-party candidate currently running 
for president stands no chance of actually winning. 


Donald Trump is nowhere near as bad as people think he is. Despite popular 
belief, he is not going to lead our country into an era of racism, sexism, 
xenophobia, or hate. Sure, he has said some pretty offensive things, but 
that just shows that he is an actual person who does not try to be 
politically correct in order to just win the vote. We have all said things 
that we regret or did not mean, and that makes us human. Politicians like 
Hillary Clinton have said things almost as bad as what Trump has said, but 
only in private. For example, as much as people like to point to out that 
Donald Trump has accused President Barack Obama of being born in Kenya, it 
was a Clinton employee who first suggested it. According to Joshua 
Muravchik in “Hillary Clinton’s Bad Old Days”, “Clinton-family retainer 
Sidney Blumenthal had furnished the material on Obama’s past” (34). Clinton 
is unreliable and has crooked ways, as she now claims to support Obama.


Hillary Clinton’s corruption as a politician is also demonstrated by the 
way that she can be “bought”. Many people believe that she is nothing more 
than a puppet for large corporations and rich people that donate to her 
foundation. As Sam Frizell points out in “The Benefits of Friendship with 
Hillary Clinton”, “half the private individuals whom Clinton met with… 
donated to the foundation. That’s 85 out of 154 people” (5). This 
contradicts a Clinton quote that Frizell also brings to attention, 
“‘Democracy can't just be for billionaires’” (6). Donald Trump is a 
billionaire who worked throughout his life to get to this point, and will 
not be easily bought, as he is not hungry for the money. The same can not 
be said for Hillary. 


I understand why so many people are reluctant to give Donald Trump a 
chance. He’s a loudmouth who lacks political experience, but compared to 
Hillary, he is safe. He has proven that he understands the economy with the 
fact that he has done so well, and he has policies that could help our 
country. Many people may be put off by what Trump has said about some 
things, such as illegal immigrants, and his idea of “building a wall” to 
keep them from coming into the United States. Those people just 
misunderstand though, as Trump claims in his book Crippled America: How to 
Make America Great Again, “I don’t want to stop legal immigration to this 
country. In fact, I would like to reform and increase immigration in some 
important ways” (29). I believe that many of his other policies may be 
misunderstood as well, but in time, if he becomes president, we will see 
that he has what is best for our country in mind. In regard to those voting 
for a third-party candidate, you are just wasting your vote. Your 
frustration with both major candidates is understandable, but please think 
about which of them will be better for our country, as you could be making 
a huge mistake by not voting for them. Donald Trump is not the only the 
most fit candidate for presidency, but perhaps the only fit candidate.﻿", - 
"""Third Presidential Debate""",smkyorC5qwc,z12gv13oinfgzhr3s23uhlnaprnegzktg.1479097174135340,2016-11-14T04:19:34.000Z,2016-11-14T04:19:34.000Z,http://www.youtube.com/channel/UCZheQsfLmhHqYJpOg794icg,Go Trump,3, - , - ,You got it! Trump will make America great again!
"""Third Presidential Debate""",smkyorC5qwc,z12gv13oinfgzhr3s23uhlnaprnegzktg.1479097085600325,2016-11-14T04:18:05.000Z,2016-11-14T04:18:05.000Z,http://www.youtube.com/channel/UCZheQsfLmhHqYJpOg794icg,Go Trump,0, - , - ,"If you're here legally then you shouldn't have anything to worry about. 
Maybe I am wrong, but we'll see I guess."
"""Third Presidential Debate""",smkyorC5qwc,z12gv13oinfgzhr3s23uhlnaprnegzktg.1479097059480155,2016-11-14T04:17:39.000Z,2016-11-14T04:17:39.000Z,http://www.youtube.com/channel/UCMpE3q1AYxKuYxnxq5isk3g,Jake Carpenter,0, - , - ,preech it brothr!
"""Third Presidential Debate""",smkyorC5qwc,z12gv13oinfgzhr3s23uhlnaprnegzktg.1479096999400711,2016-11-14T04:16:39.000Z,2016-11-14T04:16:39.000Z,http://www.youtube.com/channel/UCHYCO7l98-iZ5m3oCS1tZ-A,Travis Whatwhen,0, - , - ,"right, I'll remember that when he tries to send my ass back over the border 
when I'm here legally. I think you're just blinded by the facts and too 
stupid to admit when you're wrong."
"""Third Presidential Debate""",smkyorC5qwc,z12ntpnhss32tfzzh04ci30pelbfdbqg5p40k,2016-10-28T21:40:01.000Z,2016-10-28T21:40:01.000Z,http://www.youtube.com/channel/UCmFSH3eoMKHFzd9YqtrWweg,XxTrulyxX Juanx,8,16,"Can we all agree that we need someone who is a master businessman/woman to 
get the debt reduced massively..?﻿", - 
"""Third Presidential Debate""",smkyorC5qwc,z12ntpnhss32tfzzh04ci30pelbfdbqg5p40k.1478718859891897,2016-11-09T19:14:19.000Z,2016-11-09T19:14:19.000Z,http://www.youtube.com/channel/UCWQecO3Uc-i-TMj8o7g47-Q,Elemental_Phoenix,1, - , - ,well you got trump.
"""Third Presidential Debate""",smkyorC5qwc,z12ntpnhss32tfzzh04ci30pelbfdbqg5p40k.1478651925434975,2016-11-09T00:38:45.000Z,2016-11-09T00:38:45.000Z,http://www.youtube.com/channel/UCmFSH3eoMKHFzd9YqtrWweg,XxTrulyxX Juanx,0, - , - ,This year yes.. But would prefer someone else i don't like either candidate
"""Third Presidential Debate""",smkyorC5qwc,z12ntpnhss32tfzzh04ci30pelbfdbqg5p40k.1478651853321737,2016-11-09T00:37:33.000Z,2016-11-09T00:37:33.000Z,http://www.youtube.com/channel/UCr0bN3yL0CyxCmaXdabvIrw,Youtube Comments Suck,0, - , - ,So trump?
"""Third Presidential Debate""",smkyorC5qwc,z13nvzpo1umqv3oep22wihbyrwehshpa004,2016-10-29T16:19:14.000Z,2016-10-29T16:19:14.000Z,http://www.youtube.com/channel/UCr4uaTNjuKXy4gIR4Quds9w,Raymond Kelly,30,17,"I would never vote for Trump watching him mock a handicapped person is a 
sign of childish Behavior to have him In Charge of nuclear weapons of mass 
destruction would destroy this country﻿", - 
"""Third Presidential Debate""",smkyorC5qwc,z13nvzpo1umqv3oep22wihbyrwehshpa004.1478568807434413,2016-11-08T01:33:27.000Z,2016-11-08T01:33:27.000Z,http://www.youtube.com/channel/UCFWDqyGTLVMVG9ZlTVLgO3g,Emily C,2, - , - ,"the fact that you use the word retarded when you say its offensive that he 
mocked a handicapped person really says something... TRUMP 2016"
