,label,text
62,3,"This is why I'm for Johnson! Let him debate! Before you come at me with 
Aleppo, remember the missing e-mails on Hillary's side and Trump's 'locker 
room' talk. Before you say how he blanked and couldn't name a foreign 
leader, remember Trump's missing tax returns and Hillary defending a child 
who was raped. Every candidate has flaws. Obviously Johnson will not win, 
but that's not why I'm voting for him. I'm voting for him to send a 
message! I want actual candidates to vote for!

Hillary's ideas of a higher minimum wage and a debt free college are 
unrealistic. Higher minimum wage will only cause inflation and cause the 
value of the US dollar to go down. Minimum wage is just that! Minimum wage, 
it's for entry level positions such as fast food. You will see higher pay 
if you actually applied yourself. So sit your whining asses down! You're 
not looking or applying yourself hard enough! Quit trying to get everything 
handed to you! Debt free college is unrealistic. I don't want my tax money 
to go help a student go to college and flunk out of remedial classes 
because they messed up back in high school or where ever they were 
educated. That's unrealistic, which removes Jill Stein from the equation.

Trump's idea on abortion and gay marriage are too old fashioned for the 
America we have today. Maybe work on the adoption programs and foster care 
we have in place before worrying about being against abortion. He sounds 
like a complete idiot. He'll run America like a business and not like a 
country. 

That's my opinion (as a current college student working a part-time job 
which technically is on minimum wage but + tips)."
63,3,"I just need to ask the Trump supporters, is Trump a racist? I want to 
suport him over the witch but not if hes a racist."
64,3,"Hilary and Trump are both racists and hate gay people and immigrants so why 
make Hilary look better."
65,3,IM COUNTING DOWN THE HOURs UNTIL AMERICA PERISHES.
66,3,"Donald Trump sounds like he's literally just playing the blame game and his 
plans sound like they rely a lot on 'if we can do this' or on other people 
- when that doesn't work what's his plans then?
A third world country? This man is truly despicable, how about you go and 
live in a third world country then come back and tell me your sob story 
about airports in the US.
As soon as he starts talking about Nuclear and not taking it off the table 
that should have shut his campaign down instantly."
67,0,"As a Brit can someone explain to me how Hillary Clinton won the most votes 
in election but Donald Trump is President Elect?"
68,3,"My god she is a smug pos. Anyone voting for this liar/murderer is as 
corrupt and evil as she is"
69,1,That sexual predator trump is disgusting. No woman shold vote for him.
70,3,"This lying bitch got what she deserved. She can now go with her satanic 
friends and eat the blood, sperm and breast milk food they love to gorge 
on. Disgusting freaks."
71,3,"Trump is misleading citizens and humanity, and he is a bad influence for 
anybody in a very tragic way. All he promotes is hate, racism, and bigotry. 
And he is lying to everybody."
72,3,"Only idiots, racist, and bigots support that sexual predator trump. Some 
people just love bullshit."
73,3,"I love how Trump in all of the debates, he always wore the American flag. 
True American. He will make America great again. :)"
74,3,"Trump is the worst person for president any nation could even have. This 
has to be some kind of joke or a nightmare."
75,3,"""The gun epidemic is the leading cause of death of young African American 
men""!? What an oversimplified view of a much deeper social problem. Typical 
leftist taking every opportunity to disarm the public."
76,3,"A sexual predator and the foreinger gold diger in the white house are like 
an abomination. What the hell is going on?"
77,3,"You know guys it is getting down to the wire.  In two days you have to vote 
for president.  Try to put your total feelings aside, I know that neither 
one are great, but what you have to do is look at the one who is most 
worthy..  Clinton who has stole from the country, is on the hit list of the 
FBI,  who is a liar... A women who wants to keep Health Care Reform going 
which is falling in the tanks but the even more disturbing problem is that 
she wants to make it a Single Payer System, Government controlled if you 
don't know what that means.   Meaning that the Government is going to say 
what you can and cannot do in regard to your Healthcare.  That is sad..  Is 
that what you want or the Man who yes may be a little troubled when it 
comes to talking about Women ( which I do not believe all of the omen that 
have SUDDENLEY come about their story) a man who yes took advantage of the 
loop holes in taxes but wants to do something about it,  Who does have good 
ideas on keeping the illegals out while keeping those who work legally in. 
It's on your shoulders now.  Try to make the best decision you can clearly 
thinking who has the best in mind for us.  Do not vote for a Women because 
she is a Women that is ridiculous and if you do you should feel ashamed."
78,3,"TRUMP IS S LOW CLASS, CON ARTIST, BIG LIAR AND THIEF!!! HE'S A SELFISH EVIL 
DEMON!! I CAN NOT BELIEVE YOU STUPID, IGNORANT, LOW SELF ESTEEM WHITE MEN 
VOTED FOR TRUMP!! NOW WE GOT THIS UNEDUCATED CLOWN FACE FOOL, TRYING TO RUN 
A COUNTRY..CAN'T EVEN PAY HIS WORKERS!! ALL TRUMP DOES IS POINT HIS FINGER 
AND BLAME OTHER PEOPLE FOR THIS COUNTRY'S PROBLEMS..LIKE HILARY AND 
DEMOCRATS..AND EVEN HAVE ENOUGH NERVE TO TALK AGAINST PRESIDENT OBAMA.. WHO 
HAS DONE A TREMENDOUS JOB ON THIS COUNTRY'S PROBLEMS... FOR MORE BETTER 
THAN THE REPUBLICAN PARTY COULD HAVE...AND TRUMP NEVER SAYS WHAT HE'S GOING 
TO DO OR FIGURE OUT A SOLUTION TO HELP THIS COUNTRY...ALL HE DOES IS RUN 
HIS BIG MOUTH ALL DAY!!!! HE KNOWS HE'S WRONG AND RACIST.. AND DON'T 
CARE...HILARY IS WAY FAR MORE EDUCATED AND FIT TO BE A PRESIDENT!! THAN 
THAT RED NECK...WHAT A DIRTY SHAME..CRAZY SICK WHITE MEN.. THEY WILL SUFFER 
THE MOST FOR VOTING FOR THIS PSYCHOTIC DEMON!!"
79,0,Omg stop interrupting Hillary Clinton Donald trump!!!!!
80,3,"1:03:58 ""terrible disrespect"" 2 negatives is a positive..."
81,3,"God, I felt bad for Lester Holt"
82,3,"Trump is a disgrace for united states and a national embarrasment. The 
entire world is laughing now. And who wouldn?"
83,2,"Trump hired a ton of immagrants and refused to pay them. He is such a 
hippocrit"
84,3,36:20 😇
85,1,Nobody should vote for that racist and sexual predator trump.
86,2,"I see why Trump beat the crap out of her in these debates. Trump is the man 
for the job of U.S Presidency, I'm so glad I voted for and will support 
him."
87,3,Hillary will make a good president
88,3,"That sexual predator Trump is a promoter of hate, racism, and bullshit. He 
is a danger for democracy, for justice, and for equality."
89,3,trump need to get kicked😠😠😠😠😠😠
90,3,"If both Hilary and Trump fall into a river, which one do you wanna save 
firstly ???"
91,3,"That charlatan trump is always making up false storys and lieng about 
everything. He is just a hateful man, a deceiver, and a big fraud. He is a 
racist and a sexual predator."
92,3,"How to know when Clinton is lying? She opens her mouth. Also, she had a 
'tell', as a professional card player would say. Every time she sort of 
'scratched' her face it was to say to Lester Holt, 'throw it to me', and he 
did. Such corruption."
93,3,"HEY TRUMP SUPPORTERS! Yes, you! I want you to give me some reasons to vote 
for Trump. Valid reasons, not just ""Hillary deleted some emails! She is so 
evil!"". I'm a complete democrat, but let's see you try. Don't worry, I 
won't change my views, I just like a good argument that involves Trump. 
Come on, let's hear why Hillary isn't as good as Trump!"
94,1,I vote for Hilary Clinton 🇺🇸
95,3,"Americans if President Clinton, it will be a war in the world, she was sick 
in the head, in Ukraine now there is a war, thanks to America its power in 
Ukraine war gave Obama, Russia is not the aggressor, it is not not attack 
anyone, it's all Obama does that the circle is a war, make the right 
choice, only Trump will be peace in the world"
96,3,Trump looks really sad
97,3,"Dont panic! Everything will be just fine. I mean, its not like we are 
puting a sexual predator, a racist, an idiot or charlatan as president. 
Now, that would be a big mistake!"
98,3,"Of course women don't deserve equal pay unless they do as good a job as 
men. Equal pay for equal work."
99,3,lol from Dubai
100,3,"Q: Mrs. Hillary what is 2+2?
Hillary: four.
Trump: WRONG!!!"
101,3,"I really wish they'd turn the other canidates microphone off while it's 
ones turn to speak."
102,3,A racist or a robot... that's a tough choice!
103,0,I love how Donald Trump is wearing blue and Hillary Clinton is wearing red
104,2,Trump looks like he's contemplating a murder.
105,3,Idiocracy was a documentary.
106,1,"I waited 18 years to vote and when I do, these are my choices? 😑"
107,3,"Hillary Clinton sexually abused female minors supplied to her by the 
pentagon through their monarch MKultra mind control programme. google      
' Hilary Clinton MKultra'        Hillary PEDOPHILE"
108,3,"Damn, you americans surely are very interesting."
109,3,"Honestly I hope US will just improve as a nation in the future. Just saying 
as a bystander and a foreigner."
110,3,"Why am I watching this? Oh, I remember I am forced to for school. Oh, 
Joy!!!!"
111,3,"the year is 2016 and the presidential debate has turned into a fight 
between 2 five-year olds"
112,3,this dude is clearly racist lol man i feel bad
113,3,"There really just should be a button to silence their microfones. This is 
just uuuugh, let each other speak for god's sake!!!!!!!!! How is this even 
called a proper debate???!!"
114,3,"i dont care who wins because i live in Britain, im British :)"
115,0,Donald Trump makes more sense for me..
116,3,why does he talk over her all the time it's really annoying me😂😂
117,3,"statistics say that 27% of the time she lies. that is 1/4 times
trump lies 70% of the time. that is 7/10 times he lies. that is a lot at 
east that is what the statistics say on NBC"
118,3,"It's really sad to see that 90% of america's population don't know anything 
about their policy or policy in general, please let the foreigners vote, we 
know better about your country more than you do lmao."
119,3,I wonder if even democrates believe what she's saying
120,1,Shut up y vote for hillary Clinton
121,2,"remove the sentence "" I'm very proud of it. "" and Trump's speeches will be 
halved"
122,2,"Lay off the coke, Trump!!! *Snort! Snort!* X0D"
123,3,"I hate Hillary Clinton so much. I hated her smile. I would SO love to turn 
that smile upside down."
124,0,"What has this world came to on Donald Trump can't stop being in the news . 
He confess about him sexual assault women and there now accusers coming 
out. When Bill Cosby has accusers there was a investigation. Hillary 
Clinton had FBI investigation about her email. Donald Trump refused to 
allow his Taxes release or investigation By The I.R.S that's some B.S. 
Howard Stern had Donald trump on the he show he say in confession that he 
goes in the women dress room uninvited cause he own it. WTF is wrong with 
Donald trump supporters there been my individual analysis Trump and Hillary 
Clinton taxes reforms. These independent analysis say donald trump would 
put 4 trillions on the nation debt and hillary clinton would be a slow 1 
percent growth in economy."
125,3,"trump has the alter ego of an annoying, bratty, self-righteous 12 yr old 
toddler whose only defense mechanism is to drown others in noise."
126,2,trump is the one who deserves to be President.
127,1,"ANYONE WHO IS OF DRAFTING AGE PLEASE BE REMINDED!- - - - - - War with 
Russia is IMMINENT - And, Clinton has stated uncategorically ""nuclear war 
is on the table"" which means she is in favor of it. - - - - VOTE TRUMP if 
you want to live."
128,3,I'm lucky that I don't live in the USA. Sweden for the win
129,3,"I feel like Donald and Hilary are a couple who have been together for 
decades and just decide to divorce and are fighting over the country a.k.a 
us but we would rather live with auntie sue😁✌🏻️"
130,3,"I'm 15 years old and I don't understand economics can someone explain it to 
me"
131,0,"the donald was like the no huddle bills offense of the 90's. JUST KEPT 
ATTACKING!!!!"
132,3,#TeamHillary
133,0,"Donald Trump--is future President of US for next 10 years------------US 
needs him , to stop exodus of US companies to other countries and scrap of 
NAFTA"
134,2,trump is a rasist son of a bitch.
135,3,"Economics says.. Trump will wreck the economy... He does not know what he 
is talking, seriously."
136,3,"This has been interesting to re-watch. Hillary actually started slinging 
dirt first and was the first to mention a ""special prosecutor"". So glad 
Trump won!"
137,3,"the truth is that donald is a business man (child) who has an ideal to 
improve mostly the economy, whether it will work or not no one knows 
because he doesnt have any government experience. His tendencies and 
judgement are irratic and if any thing was to go from bad to worse itd be 
with donald because he IS a ruthless business person, Not a politician. You 
can even tell that he can't even answer half the questions properly; only 
deflecting with hatred and other negative comments about hilarys past.
Hilary is a traitor blah blah but at least she has apologized. She also 
knows how to stop and listen which is important if neither of them have 
been a president before... Also if bill clinton comes along with hilary how 
do we know he wont have any input in making americas economy good again 
also.
What you all dont see is that pass all the fact checking through these 
debates, donald should only be an economic advisor at best.... to say 
worthy of being a president is beyond ridiculous. 
Americans should worry about the people who are voting for trump because i 
would love to hear a rational argument for once."
138,3,"All those people who are willing to emigrate after Trump won, leave to me 
your house and your wife. I'd move there :)"
139,3,1:21:28 On Nov 9th she wasn't smiling anymore!
140,3,Who even made him a presidential candidate!
141,3,OMG what happen with USA
142,2,"Think about this.. if Hillery is in.. Russia and maybe China will be forced 
to the brink of WAR because of her, but NOT Trump, Putin and Trump will get 
along fine, thus we are SAFE with Trump in, and I like Putin and the 
Chinese people are great."
143,3,"I don't trust Clinton - I look at her and feel nothing shes saying is 
authentic, truthful or genuine."
144,3,"I would much rather have Trump, bc I don't want the US president being a 
criminal who committed treason against her own country"
145,3,"This is SO stupid, it's basically two hours of two people bashing each 
other...when did politics become this?"
146,1,"You Don't Decide Who You Want In This Debate, You Say Who You Hate The Most 
And Vote For The Other. 😂"
147,3,"I would just like to point out there is no way to improve our economy and 
even the hope of getting out of the 17 trillion dollar dept without raising 
taxes. It's not possible"
148,3,lol ~from Canada
149,3,"As a Brit, I wonder how many Americans find British politics as interesting 
APART from Brexit. Because there's more to a country's politics then making 
a decision to leave or stay in a union."
150,3,arrest George Soros
151,3,"Why did you Americans let go Bernie Sanders?! Are you out of your minds 
ffs?!"
152,0,Donald trump won this debate BIG LEAGUE
153,1,I don't care what your stupid comments say I'm gonna vote for hillary
154,0,"Question: Donald Trump is involved in 100s of active lawsuits. If selected 
to be president, is he going to use his new found power to influence 
results for his own benefit?"
155,2,trump is a liar. shot up.
156,1,"Honestly Trump talks about mostly about money, hillary talks about respect 
and rights i vote 4 hillary"
157,3,"If Hillary wins, it turns to war with Russia. You dont want this."
158,3,"How is Hillary like a hurricane if she became President?

They would both start off exciting and end in disaster."
159,3,"Regarding his response to taking advantage of the tax loopholes: 
""smart"" he says...
There's a difference between what is 'smart' and what is Ethical - as a 
Presidential nominee!"
160,0,i voted for donald Trump
161,3,"Thank G-d that that stupid wretch in the Chairman Mao pantsuit outfit never 
won the highest office in the land. Lets hope Trump will do what he said, 
that remains to be seen, I think he'll put in the same Goldman Sachs clowns 
that have been running this country for decades. But lets hope, I 
personally think he just said what he needed to say and will do the same 
old. But damn, at least that pantsuit psychopath pedophile isn't in."
162,3,Hillary you are a failure trump won from the start #makeamericagreatagain
163,3,"Everybody must reject the donald and his doctrine of hate, bigotry, and 
racism.. He is a fraud and a big liar, and the republicans hate other 
minority groups."
164,3,"Evil people love evil things, and republican supremacist love the trump, 
his lies, his racism, his bigotry, and his bullshit."
165,0,Donald trump donald trump Donald trump
166,0,"Hillary Clinton and Donald Trump are in a boat. Suddently, the boat begins 
to sink. Who survives?




America."
167,3,"How did presidential debates go from two good nominees letting each other 
having they're two minutes to two bad nominees fighting, interrupting each 
other, and never letting the host talk?"
168,3,Muh wage gap Killary!
169,3,"whenever i see dlnd trmp, i see a children face and body language."
170,3,bet Clinton might not have cheated if that was o never mind
171,3,Can I say that the President-elect represents its society?
172,3,"this whole thing is useless,they have goals but no evidents to support what 
they are saying cant trust them im 13 i know things better than they do 
face it i hate both of them bullshit and a waste of time"
173,3,"watch out American voters, specially young people. close to 100 years ago, 
Adolf Hitler wanted to make Germany GREAT AGAIN. He wrote the 25 point 
manifest of the NSDAP, but nobody saw his evil side. He was elected 
president of Germany by popular vote. By 1945 he had exterminated 19 
MILLION PEOPLE. think 1000 times before voting for Mr. Trump. I am a 
Republican voting Democrat for the first time in my life. God bless America 
and you readers."
174,0,I'm American and disgusted that Donald is there
175,3,The 400 pound hacker is that fat dumbo midget Gary Grcoma.
176,3,"Best intro videos 3d and lowerthirds with 4k resolution (3840 x 2160), 
you can only download here: 
https://stock.adobe.com/es/contributor/205124046/fiction-studio
All these are useful for tv editors."
177,3,"The ONLY good statement in this debate is : "" Look at the mess we`re up in 
"" 

Remeber, the crisis that is going on in Syria was rooted from somewhere.

You have to ask - why did the United States of America supply the ISS With 
weapons and military training in the first Place.
WHY !!! Wake up.

We will never evolve as a species and make the world great for everyone if 
we are gonna join this Circus, this sham. We all have to take a look in the 
Mirror cus Our children will be living in the day after tomorrow. Think, 
Just think !  

Do you know what ""Death"" always ask us humans - ""why do you always wait 
until it is too late"""
178,3,f*ck of all them
179,3,#GoTrump
180,3,Electrolytes..
181,3,"Hilary would continue Obama's debt plan- which raised the debt from one 
trillion to sixteen in eight years- after he promised to slice it in half! 
I'm so glad she lost. I really don't want ww3 by attacking Iran and going 
to war with Russia!"
182,3,"Our police are supposed to be out gunned, other wise we would no longer be 
a free country. But I do agree background checks would be ok."
183,0,"the racial lawsuit had nothing to do with donald. that discriminition rule 
was implemented and enforced by his father fred trump, because onvioulsy he 
was racist, but donald never enforced it and eventually took it away. The 
lawsuit just happened to have never gone through until donald took over the 
trump organisation"
184,3,Starts at 3:10
185,3,"Okay, so neither of them are ideal, Hilary doesn't put up the best argument 
and she has a far from perfect track record but c'mon. Trump puts us back 
years and years - he believes in all the old laws that America has fought 
to overcome. Hilary is the better candidate if you don't want America to 
become a white, ignorant, arrogant, more violent than already fest."
186,0,Donald trump is the best applicant so far he is the best for our country
187,1,"20 minutes in, and all I can think is ""What a condescending c*** she is."" 
(No, I didn't vote for Trump)"
188,2,in Trump we dealing with a bonified fool
189,3,okay for real they should make him release the tax papers !!
190,0,"do not vote 4 Donald Trump or Hillary Clinton Hillary Clinton laughed at 
people who died and she is a thief‼‼‼‼‼‼ Donald Trump is bad I can't even 
tell you how bad he is sorry I wish I could but he is too bad that I can't 
even remember a thing‼😭"
191,2,astadi trump trumpets
192,3,"The republicans are just a bunch of supremacist who fear minoritys and are 
against equality."
193,3,"I watch it from Russia , where the greatest president in the world is"
194,3,39:40 drapery INSTRAWLERS
195,2,TRUMP@
196,1,"Please don't vote for Clinton, just look into her husband's plans, the ones 
she AGREED with."
197,3,Hillary for President of Haiti!!!
198,3,"Hitllery Killton is a sociopathic, war-wongering, blood-lusting, 
murder-loving, elite/corporation/banking-cabal serving lunatic. If you vote 
for her then you're voting for murdering millions of people, your voting 
for aggression, invasions, and starting wars, and you're voting for 
supporting/training/arming/backing groups like ISIS, al-Qaeda, al-Nusra, 
etc."
199,3,"Hillary's heavy on the rhetoric and sounds like a typical politician. The 
""I've met a little girl in Texas who..."" is so old. I'm hoping for the day 
there'll be a democratic nominee that's not afraid to drop the bullshit."
200,3,i dont live in USA but tbh this looks like a drama series on TV
201,3,hilary makes me cringe
202,3,"""I know how to win""

He really does!"
203,3,She is an arrogant mare.
204,3,"her ""wooo oookaay"" was so awkward lol poor her ahahah"
205,3,so happy she is not a president!!!
206,3,Why does it look like she's about to pass out the entire first segment..
207,3,"The moment she said ""finally, equal pay for women"" I was instantly relieved 
that Trump won."
208,3,She has nowhere to put the American flag lapel pin. No way she can win.
209,3,"Trump is more smart, has more acting skills - he just better speaker. And 
you know what... that really make him a better person."
210,3,Bitch you owe us the answer to your emails
211,3,"for Hillary Clinton is she going to help with students who have a lot of 
college debt not to mention the online worth it gets very 
frustrating???????????"
212,3,"Trump mentioned that the African American community has been let down by 
our politicians. Trump is most likely right. The differences is that 
opponents did not like hearing those words from his mouth. And HIllary 
mentioned that Bias is a systemic and national problem in our country which 
is true also. I did not watch this debate live. Although most political 
experts deemed Hillary the winner from this debate, this 1st debate seemed 
to be much more civil than the 2nd and 3rd debates. Both candidates spoke 
well on some topics in regards to police training & racial bias. They 
weren't actually going at each other's throats on those topics. Trump had 
major points about government instability. He did nail it in regards to the 
costs and charging of spending. When I was in the Army, I had to perform 
something called PMCS checks on a Humvee assigned to me. And it nearly took 
a year and a half to receive the chains ordered for the hummer assigned to 
me. I and my fellow soldiers would scratch our heads on why something so 
mundane as chains for tires took so long to order? There could have been 
other factors too such as leadership above us dragging their feet within 
our ""chain of command"" submitting the order. Trust me when I say this, I'm 
proud to be a veteran in the US Army, but at least the Army that I was 
assigned to often did not get the job done in an expedient manner. I'm just 
telling it like it is. I'm sure other branches of service may have similar 
experiences about the virtual bureaucratic red tape that exists within all 
forms of the military and federal government. Our leadership could have 
thrown money together in a pot and bought chains at a local auto parts 
store for some tires needed to complete our inventories. But that was of 
course considered illegal because the chains that the government 
must approve of all certified parts and must go through proper channels. 
Which is agreeable. But again, there is no excuse that such a mundane part 
should have taken so long to order. Just my two cents on some of us in the 
military feeling the brunt of government inefficiency at that time. I'm 
sure there are still problems within all forms of federal spending."
213,3,wow. I'm more happy after watching these debates that I went with Trump.
214,3,I'm so glad Trump won! 🇺🇸
215,3,"Watching this after the vote, I can see why most of states where poorer 
people live voted for Trump, he makes sense, Clinton is just big words and 
dissing her opponent, no game plan and Trump just says commercial tax will 
be 15%, easier to understand."
216,3,"""Secretary. Good luck to you""
*Trump goes* 
""... Hey."""
217,3,"Thinking about it, Hillary sounds a lot like my principal"
218,3,Can sb count how many Mexicos and Chinas for me? 😂😂😂
219,3,trump looks like an asshole but hillary looks so hippocratic
220,3,"Just came from watching the Kennedy v. Nixon debate, and... ouch, this is 
bad."
221,0,8:48 As she saids Nuts oh much - Donald Trump
222,0,"Donald Trump is better,and I'm angree with Trump!!!!!!!"
223,3,if i wanted politics id go to a goddamn bad religion song
224,3,i do not support Hillary ether they are both so mean
225,3,hillary just know these beautiful but false words. horrible.
226,3,"Overall, I think Donald can help us out of debt; Think about it? We are 22 
trillion dollars in debt. Your children, children will have to pay it off. 
Additionally, Donald is decreasing the tax percentages, for business so 
they can stay here, in America. As we know, that a lot of our GOOD business 
are moving to Mexico...What happen to the good all days, when your grandma 
was getting paid good money for working hard; Example, good benefits, paid 
vacation, and business trips...

☺☺☺☺"
227,3,"The only factor is not the work who speak with him by the Minister and 
Secretary"
