,0,num_char,num_word,num_sent,TTR,FRE
39,"our lord and saver Donald trump. 

make American great again by building the great wall of Mexico.",98,19,2,0.894736842105,76.9714473684
40,trump you have to win,21,5,1,1.0,117.16
41,"Hi Americans, I'm from Estonia. Trump is a clown, corrupt & miserable 
politician! He looks inadequately like a most of Post-Soviet's politicians. 
Clinton seems to be a better candidate, don't destroy your country.",215,43,4,0.860465116279,79.8446802326
42,"Let's be clear : all the politicians lie. It's their job. But in addition 
to being a liar, uncle Donald is a creepy person with dirty opinions. Make 
the right choice for you and for the world. Please, sincerely from France 
(sorry for possible bad writing we're french u know)",278,61,5,0.83606557377,95.983147541
43,"We are great because we are good blah blah blah just words I want to hear 
policy and how your going to change it americans are not dumb anymore we 
look for facts. Who agrees?",176,37,2,0.837837837838,85.1656081081
44,"Believe me!!!support Trump...if you support Hillary,you will 
regret!!!👀👀Hillary will made more wars in the world!!hillary=devil and 
liar。",141,32,4,0.6875,132.62125
45,"That racist and sexual predator Trump has corrupted many fools minds with 
his doctrines of hate, lies and stupidity.",117,21,1,0.952380952381,60.6342857143
46,"Hillary Clinton is our hero, Donald trump is the worst, Clinton will take 
care of everyone. Donald Trump is just so dumb and stupid, Like if you 
agree",152,32,2,0.8125,84.845
47,Trump won the America is going to an end,40,9,1,1.0,75.5
48,"How was Trump able to get so far? Guys, don't elect him. He rlly reminds me 
of the german history. And if you don't know what I am talking about and if 
you don't know what terrible things happend there, then you should rlly go 
check that. Then you can think about if you still like Trump again.",297,68,5,0.720588235294,108.431
49,haha,4,1,1,1.0,205.82
50,"Obama, come back. I'll never let you go Obama.",46,13,2,0.846153846154,109.129807692
51,"i am from India and i feel Donald Trump is the need for USA 
....Globalistaion is going to experience its slow death maybe in the next 
20 years or so and the next superpower gonna be China and Russia.....USA 
india will become close friends and hence these two will give tough 
competition to the russia-china nexus",316,60,1,0.8,38.775
52,TRUMP IS A RAPIST!!!!!,22,9,2,0.555555555556,155.2675
53,"It was pretty fu#$ed up that they kept interrupting trump and going Hillary 
more time to talk than trump at some parts.",120,26,1,0.961538461538,82.8296153846
54,"Trump is just looking for power and for money and he will lie about 
everything and acuse anybody if he has to.",111,23,1,0.826086956522,73.142173913
55,"I'm only 16 so I can't vote yet. However, if I was to I'd definitely vote 
for Trump. He seems to be more peaceful and easy - going, and has tried to 
avoid getting into scandals recently. However, Clinton has still not 
responded to 50% of the crimes she's committed. Not saying Trump is 
innocent, but he seems to not be spouting out propaganda bs like Clinton to 
brainwash her supporters. Triggered SJWS who think abortion is OK, feel 
free to reply",453,97,6,0.721649484536,87.5103694158
56,"I'm an Indian and this is none of my concern but still I would like to put 
up my view point that after hearing them both I feel sad for Americans, 
both are huge liars and trying very hard to convince you people to vote, 
Hillary Clinton is just a little less of an evil. 
I wish you guys could have Obama back.",312,68,2,0.794117647059,67.8191176471
57,"Trump and his doctrine of hate, racism, bigotry, and hypocrisy are not good 
for anybody. He is corrupting peoples mind, just lying, fearmongering, and 
deceiving the fools.",173,35,2,0.771428571429,82.7182142857
58,"Trump may have lots of money, but he is an idiot, an ignorant, and a big 
liar sorrounded by racist, bigots and evil people just like himself.",142,32,1,0.84375,76.53625
59,"WOMEN WERE PAYING MORE before ObamaCare??? WHY!!! Again in a patriarchial 
society where do us as women survive? This man is a mysognist how can 
people vote for him",165,36,4,0.833333333333,110.75
60,go trump,8,2,1,1.0,120.205
61,she won this and will win tonight!,34,8,1,1.0,114.115
62,What's isis got to do with him being a rapist,45,11,1,1.0,87.9972727273
63,"We are fuked! That trump is nothing but a big fraud and a man full of lies 
and hate.",85,21,2,0.904761904762,119.634642857
64,"would any young ladies out there like a bill clinton cigar treat...don't 
worry ...hillary wont mind...or would you prefer some trump octopus 
hands...i hear hillary talking about what trump does to women...just ask 
yoko ono what hillary does to women...america had better wake up 
NOW...neither of these can become president and you know it...",345,69,1,0.768115942029,28.9043478261
65,"Probably the most disgusting human being for president in the history of 
human kind.",85,15,1,0.866666666667,50.61
66,no I'm sad Hilary lost😧😧😧,28,6,1,1.0,102.045
67,"HILLARY FOR PRESIDENT! I don't see how there's even any kind of choice 
involved: it's either an experienced, intelligent human being for president 
or a moronic, appalling disgrace!",182,36,2,0.916666666667,71.065
68,"Wow. I've been researching Hillary a lot lately and while I do deeply 
believe in her good side, I must say that after just recently having looked 
into the rape case Donald mentions here in which she indeed successfully 
defended a rapist and got him off the hook although she knew that he was 
guilty, I find that to be the most important and convincing reason to speak 
against her as a person and most importantly speaks against her as being a 
politician. I'm not saying there isn't enough that speaks against the same 
things in Trump's case. 
But standing there and calling him out on something he's supposed to 
apologise for (he definitely is!) while at the same time not having the 
mere guts to apologise to the rape victim is just such a low of character, 
I don't have any words for that.
I may not be an American citizen so I don't actually have a say in that but 
as a human being I am just sick and tired of this kind of politicians. 
Pointing fingers at everyone for their misbehaviours instead of standing up 
straight, trying to be a good person, being moral and saying when they're 
wrong, admitting to their mistakes and first and foremost BEING HONEST. 
That's what a strong leader is for me. It's one who is truthful and real 
and upright.",1262,256,9,0.5703125,72.5443576389
69,"VOTE HILLARY!!!! Raise minimum wages, expand Obama-care, first female US 
President and THERMO-NUCLEAR WAR WITH RUSSIA!!! YEAH!!!",129,29,4,0.655172413793,123.627974138
70,"I have a serious question, can anyone that is a Trump supporter please 
explain to me how you take him seriously?",113,23,1,0.95652173913,65.7856521739
71,"Side note: As a Brit looking at America from the outside the rise of Donald 
Trump is shocking. He wants tax cuts for the very rich, he is clearly anti 
hispanic, has clear contempt for women and minorities, loathes the 
President and loves Putin and Russia.

He has no clear policies, lies constantly, talks like a child, has a quick 
temper, cannot take criticism, holds a grudge, is revengeful, spiteful , 
narcissitic and aggressive.................and yet this race is 
competitive. If character means anythng to Americans it should not be.

Hillary Clinton is not without her flaws but in every area as shown in this 
debate she is superior to Donald Trump.

Do the right thing America................elect Hillary Clinton as your 
President. 

PS:The fact she is a woman is an added bonus..",797,163,7,0.625766871166,86.1435582822
72,"Why arm the kurds .-. giving guns to a foreign country for the sole purpose 
of making things right is nonsense. Not to even mention the american people 
paying taxes to light up conflict they don't even understand. Is it another 
ruse to get cheaper oil ? Go build hospitals and schools instead.",296,58,5,0.844827586207,85.6644482759
73,"What an Idiot!!! If he will be elect, US are the stupiest Nation on Earth.
 P.S. :Now they are!!!",97,29,5,0.758620689655,133.851448276
74,"Are you ready to get nuked, americans? Well you better be, fucktards. 
Saythanks to Nuland. Never forget. Never forgive. From Russia with love.",143,31,6,0.741935483871,116.990833333
75,"TRUMP IS MORE HUMBLED ON THIS DEBATE ..THAN ON THE 1ST DEBATE... MAYBE 
BECAUSE IN THIS SECOND DEBATE TRUMP WAS DEBATING IN FRONT OF A WHITE MAN 
AND WHITE WOMAN..... ON THE FIRST DEBATE ..THE DEBATE WAS IN FRONT OF ONLY 
ONE  BLACK MAN AND HE SHOWED VERY LITTLE RESPECT! HE WOULDN'T EVEN SHUT UP 
WHEN TOLD HIS TIME WAS UP...BUT ON THIS DEBATE THEY MADE BOTH OF THEM HUSH 
UP..",378,78,2,0.666666666667,73.9730769231
76,Voted for Hillary today,23,4,1,1.0,33.575
77,"Trump is an idiot, a racist, a sexual predator and a very digusting human 
being. This time we have gone too far and too low now.",129,30,2,0.8,92.91
78,"Americans if President Clinton, it will be a war in the world, she was sick 
in the head, in Ukraine now there is a war, thanks to America its power in 
Ukraine war gave Obama, Russia is not the aggressor, it is not not attack 
anyone, it's all Obama does that the circle is a war, make the right 
choice, only Trump will be peace in the world",343,78,1,0.564102564103,26.7957692308
79,"Trump is like those charlatans who lead cults for idiots. Nothing but a 
bigh fraud, a racist, and a sexual predator.",117,25,2,0.84,92.6275
80,Trump is going down !!! Hillary u goooooooo upppppppp,53,11,2,0.818181818182,132.034318182
81,trump is bad for president,26,5,1,1.0,83.32
82,"Trump is just women abuser and an idiot with no wisdom. All minoritys and 
all womem must reject that charlatan.",112,22,2,0.909090909091,91.8427272727
83,HILLARY CLINTON FOR PRESIDENT,29,4,1,1.0,12.425
84,"H E L P!!!!!! I don't know who to vote for... but I think Trump would be a 
better president. I realize, America its not the same anymore. At the same 
time, they always gone do a lot of things then they don't do it.",216,59,4,0.694915254237,111.565444915
85,"Trump I am from Kuwait and so far you are really annoying the hell out of 
me I am not an American but dude you really oughta actually do your 
research cause not all of us are terrorists only 5/100000000000 are 
actually terrorists Islam is a telefilm that believes in peace ISIS is NOT 
ISLAM",294,55,1,0.8,26.4172727273
86,"This is terrible, should the country be like Trump thinks? Women are the 
future, who the hell can say anything else?! Hillary as a woman has a 
better perspective. For Hillary!!",178,39,5,0.794871794872,99.1333846154
87,"Finaly we got the sexual predator and the racist we a have always been 
dreaming of! I guess we all can say that justice has been done.",135,29,2,0.862068965517,92.9312931034
88,"as hes looking in the camera at 10:25 his eyes get bigger and bigger and 
darker, its so demonic ..",99,21,1,0.904761904762,84.8057142857
89,Batman will vote for Martha.,28,6,1,1.0,102.045
90,I want hillary clinton to win,29,6,1,1.0,73.845
91,"Hillary would be a better president. She is smartly kind. even her husband 
was a president of the USA for 8 years, not even a single racism or 
division occurred. Therefore she is trustworthy. BTW, she killed Bin-ladin 
and Qaddafi for a purpose, it is because both of them caused alot of 
corruption on land and both of them killed millions of innocent lives. 
Hillary, always hillary is better choice",403,79,6,0.658227848101,84.2404535865
92,"I hate Hillary Clinton , she has a huge head like a lion.
Her head is too big for her tiny old grandmother body.
@ 2:54 she doesn't have the look of a president she looks like an old 
grandmother
(I know that she is a grandmother) she's an old woman who is trying to act 
like a younger woman but it isn't working because she looks ridiculous.
Obama, has the look of a president , I think. 
Hillary doesn't , Trump doesn't either.
Why don't they set an age limit for being president , that way it will stop 
senior citizens like Trump and Hillary from trying to be president.
@ 3:43 Trump doesn't even know how to hold a microphone correctly.",642,140,7,0.535714285714,88.0364285714
93,trump won legaly?,17,4,1,1.0,160.475
94,"OMG
I live in Germany and i am so scared about Trump!! He said so Bad things 
Wtf !!! Why did YOU choose him?? Im very scared and my family too. Sorry 
for Bad english.😁😩",172,42,5,0.785714285714,119.751857143
95,"20:10 ""It's just awfully good that someone with the temperament of Donald 
Trump is not in charge of the law in this country."" LMAO. Open mouth, 
insert foot.",158,35,3,0.857142857143,107.976190476
96,"Whats wrong with the Americans those two kandidates are a HUGE step back 
compared to Obama
And by the way they are both very unsympathetic ^^",142,26,1,0.923076923077,66.5603846154
97,"Do you think Hillary Clinton should've won this sign this petition that can 
push the electoral collage vote and go with the popular vote and on 
December 19 we can push this dude outta here link down below 
https://www.change.org/p/electoral-college-electors-electoral-college-make-hillary-clinton-president-on-december-19?source_location=topic_page
",351,44,1,0.840909090909,62.1931818182
98,"yo trump, I would like you but you want to block me from tacos",62,15,1,0.933333333333,107.01
99,"Why isnt this political debate about politics? We're focusing on who's a 
better person when we should be focusing on laws and projects.I mean its 
just weird , they bring each other down and try to show their adversary is 
more evil. What the heellll is thhhatt",262,51,3,0.921568627451,88.3917647059
100,"It was disgraceful of Hillary to call Trump a racist for daring to question 
the legitimacy of Obama's birth certificate. What did race have to do with 
that?",158,31,2,0.903225806452,68.2960483871
101,"Trump roasted Hillary, every single response.",45,8,1,1.0,61.24
102,14:47 A fly lands on Hillary's face because flies like bullshit.,64,13,1,1.0,96.0246153846
103,"""Cause you'd be in jail.""",25,9,1,1.0,150.7
104,The reported/host seems like she hates Donal trump,50,8,1,1.0,135.265
105,1:24:50 is where Ken Bone is thank me later,43,9,1,0.888888888889,113.1
106,The Moderator is biased,23,4,1,1.0,33.575
107,"1:29:38 - That guy really put Trump and Clinton on the spot with that 
question. Dude, you are the debate's real MVP.",117,26,2,0.923076923077,115.547692308
108,"""BECAUSE YOU'D BE IN JAIL"" *Mic drop*",37,10,1,1.0,145.925
109,"anyone else came here just to read all the comments saying trump will never 
win? haha",86,17,2,1.0,98.6780882353
110,I enjoy watching these now that he's won. Killed it on the 2 last debates,73,17,2,1.0,108.631029412
111,I VOTED FOR DONALD TRUMP,24,5,1,1.0,83.32
112,"I really do not like donald trump.. I hate him, but every time trump wants 
to respond to clinton this stupid blog bitch is interrupting him. This is 
not fair..",161,32,3,0.84375,98.1895833333
113,That fly that landed on Hilary is doing the fly nation proud..,62,12,1,0.916666666667,81.855
114,"I feel like Trump and Hilary are two divorced parents fighting over custody 
of us, but we kinda just wana go live with grandma.",128,26,1,1.0,69.8142307692
115,"from the first moment Hillary started talking I felt like I'm watching a 
movie with a usual pretentious wannabe.",113,21,1,0.904761904762,52.5771428571
116,"Hillary looked SO smug throughout the campaign... How embarrassed must she 
be now?",83,15,1,1.0,84.45
117,"Do you think Russia is the problem? Russia is not the issue here. Terrorism 
is! Frankly, that is the dumbest thing I've ever heard. War kills, people 
have to die. But to stop this war, more people will die. It's a simple 
fact. People die! And they will continue to die, but those people are dying 
for the greater good of humanity. If Russia didn't bomb Syria then ISIS 
would have even more power. Does anyone want that?",424,96,11,0.6875,101.920568182
118,Anderson is very biased. The woman moderator is worse.,54,11,2,0.818181818182,70.5070454545
119,"Can Hillary stop saying ""America is Great because America is Good"" has she 
no idea how retarded that sounds?",109,22,1,0.909090909091,57.605
120,"Trump ate this ""B"" for lunch. She is such a liar (and a bad one).",65,21,2,0.904761904762,131.720357143
121,"Everyone loves Clinton when she speaks. Why? Because when she speaks she 
talks about things everyone would agree with.

""We are going to empower everyone"". ""We are going to fight against Cancer."" 
""We are going to help the middle class"" 

She is a politician. She says broad statements that any normal person would 
agree with. 


Trump is unpopular because he speaks the truth. A lot of people don't want 
to hear the truth. It sometimes is unpleasant. But that whats makes Trump 
such a winner, and a true leader- willing to do the right thing, even if 
its very unpopular.",576,120,11,0.616666666667,97.0622727273
122,"Trump scares me, but Hillary's fake smiles scare me just as much, good luck 
America (o_O)\
/ |
|
|
/ \",103,28,1,0.785714285714,114.965
123,I'm here for Ken bone,21,6,1,1.0,116.145
124,I'm not even American and I'm still watching it😹,49,11,1,0.818181818182,80.3063636364
125,I would rather have Obama for another 4 years,45,9,1,1.0,75.5
126,"TRUMPS WINNING, LIBERAL TEARS",29,5,1,1.0,83.32
127,14:49 there's a fly that lands on Hillary Clinton's face right..?,65,14,1,0.928571428571,108.025
128,"Isn't there 300,000,000 Americans?
And these are the best 2? :/",63,15,3,0.933333333333,139.72
129,Hillary's poll numbers are dropping faster than her husband's pants!,68,13,1,0.923076923077,76.5015384615
130,"I can see many Hillary supporters in the comments, well I have a question 
for you people, how would you feel if ww3 started, she openly said that on 
tv, that she want war with Russia, how do you feel right now, that maybe 
next year, a nuke will be dropped on New York, Washington DC, Los Angeles, 
not only american cities of course, Moscow, Berlin, Belgrade, Paris, how do 
you feel about that?",398,90,1,0.677777777778,19.605
131,"Donald Trump is better than Hillary Clinton, I'm listening both of them, 
Donald Trump open man",95,19,1,0.842105263158,71.7815789474
132,Hahahhahhha Hillary took that L,31,5,1,1.0,100.24
133,"if Clinton becomes president, will be a third world war, you Americans want 
it?",80,17,1,0.941176470588,85.0741176471
134,"Goodness, Internet Explorer took a bit longer than expected. I'm just happy 
Jimmy Carter is finally president.",111,21,2,0.952380952381,63.2346428571
135,"20:16 Donald, please follow through with this. You would make so many 
people happy.",84,17,2,0.941176470588,108.631029412
136,i predict Donald trump wins,27,5,1,1.0,83.32
137,"I thank God Trump won. Hillary would have brought total destruction to the 
USA.",80,16,2,0.9375,87.6775
138,"I love how when Trump speaks when he's not supposed to or goes over his 
response time the moderators dont shut up just going ""Mr Trump!"" Over and 
over but when Hillary does it its one ""Secretary Clinton"" like every 10 
seconds",228,48,2,0.875,76.725
139,"Anyone with a brain can see that Donald makes zero sense during his 
speeches, often gliding away from the topic.
Likewise, none of his many words are backed by fact. From the looks of 
FactCheck.org, investigators usually debunk his statements with 
kindergarten ease.
Yet, Trump makes a lot of noise and gives the illusion that he’s 
ahead of the game. It confuses his supporters as well as his opponents.
Read more at 
http://www.inquisitr.com/3630379/jane-goodall-donald-trump-analysis/#byKyFhHMeD5AdCBy.99
",511,86,6,0.744186046512,90.9634108527
140,to be honest i only watched this because of SNL,47,10,1,1.0,95.165
141,"Simple question. Would you vote for Laura Bush? Barbara Bush? Nancy Reagan? 
Rosalynn Carter? Pat Nixon? Mamie Eisenhower? Mary Lincoln? Martha 
Washington? Why would anyone vote for an ex-President's wife to become 
President? All nice people in their own way but it doesn't qualify them to 
run for President. Hillary Clinton running for President is beyond 
ridiculous. The only Countries where wives of a former National leader 
""take over"" are monarchies, dictatorships or banana republics. America is a 
republic. Even voting for Hillary Clinton will classify the US as a 
dictatorship or a banana republic.",613,115,15,0.721739130435,73.2568115942
142,"It´s unbelieveble how much more mature Hilary is than Donald. He really has 
to work on his anger issues, so immature.....",122,25,2,1.0,99.3955
143,So what does JayZ and his ilk mean when they insult women?,58,13,1,1.0,109.04
144,hahaha Trump is owning,22,4,1,1.0,118.175
145,MAKE AMERICA GREAT AGAIN!!!!!!,30,10,2,0.5,134.08
146,"mr.trump did you abuse women ?
Trump:yes, I will get rid of the IS and help America
🤓",86,21,2,1.0,111.5775
147,was there a fly in the debate!? or is this just me,50,14,2,1.0,121.172857143
148,"""Cause you'd be in jail"" hahaha",31,9,1,1.0,150.7
149,"I want Hillary to win. I am anti-american. World needs WWIII. USA needs to 
be broken up or at least weakened (along with their Islamic attack dogs), 
if world peace is to be achieved. As a person who actually understands 
geopolitics and history, there is no other way.
World should gear up and support Russia. China isn't fit for this job. Like 
it or not, USA is destined to go down. Traction gained by Bernie Sanders is 
proof that USA is a sunset empire. The world can either choose to go down 
with it, or prepare for the new sun.
Yes, even with Trump, USA will go down. But he won't lead the world to 
WWIII, which would mean USA may live to fight another day(meaning century). 
USA can't be left alive.",710,160,13,0.625,96.5239423077
150,Those news hosts were biased towards Clinton.,45,8,1,1.0,92.965
151,"can he stop breathing so hard into the microphone and interrupting in a 
debate? Wow! Why keep making childish remarks? This is ridiculous... he is 
making my IQ drop....",170,35,4,0.857142857143,94.0166071429
152,Am I the only one who saw that fly on hillary's face?,53,14,1,1.0,89.8964285714
153,I'm here to get into the bone zone.,35,10,1,1.0,112.085
154,Ken Bone 1:24:47,16,3,1,1.0,147.39
155,Donald trump roasted her ass 🔥,31,6,1,1.0,102.045
156,"Shout out to all Non Americans who are watching the US Debates just to see 
Donald Trump get humiliated by a girl.",114,23,1,0.95652173913,62.1073913043
157,"America is NOT great it hasnt been great since the bushes and clintons made 
it a disgrace Its a shame because america was the country everyone wanted 
to be like but now it is hated over the world. Hilary has been intimidating 
women for her husband for years Bill Clinton raped and sexually assaulted. 
Trump is right in what he is saying the clintons are the biggest predators 
also look at what trump said 11 years ago is it really that big a deal when 
you see whats going on in the world, Hillary just said when they go low you 
go high then she went even lower she is a witch and not just as a 
description she is a true witch she does not believe in God she is a 
wiccan, she is more disgusting than Trump",713,143,3,0.664335664336,48.4141724942
158,was that a fly on her face at 14:55?? lmao she is lying,55,15,2,0.933333333333,131.5425
159,"I'm not even American but a black African, I would advise Americans to vote 
for Donald than Hilary because she's selfish, greedy and a murder! people 
are so blinded by racism and feminism and all that but is that the main 
problem? and Hilary as a woman is racist and only cares about her pocket 
everyhing she says is for show! as she claims she has two personality..this 
is on camera...If Hilary Clinton becomes the next president, it's the of 
America ...and the world I be honest, she wants WW3 like its a joke...coz 
that would destroy humanity and existence...PEACE, may God guide you",593,122,4,0.688524590164,67.0070081967
160,the sun creats enough energy to power the world for a year in 50 minutes,72,15,1,0.933333333333,90.09
161,are Americans that stupid? why would any of you vote for Trump?,63,14,2,0.928571428571,97.0014285714
162,Either way I'll have a show to watch when one of them become president. :],74,18,2,1.0,113.1
163,clinton all the way <3,22,6,1,1.0,130.245
164,"disgusting martha ratshit starts debating trump !!??...right !...no media 
bias here...",87,19,2,0.736842105263,117.045131579
165,"Thank god I'm European, although a lot of our politicians are just as bad 
but my main concern is I don't think either of these candidates are up to 
the job of president, I can't see Trump being the diplomatic president, he 
opened a golf course in Scotland and because a man wouldn't move his home 
he insulted him built a fence around his property and tried to bill him for 
it.
Clinton does not come over as a strong personality the president has to 
show strength and intelligence a firm but fair personality, Clinton does 
not show that.",543,109,2,0.688073394495,38.9762155963
166,For some reason I ship Hilary and Trump. Trumilary RULES,56,11,2,1.0,108.961590909
167,"Ya so I ordered a flight to canada for November 8 just in case trump wins. 
oh and they should have sponsored the debate by air Canada",134,28,2,1.0,86.875
168,"While I'm no fan of Hillary, I got sick of hearing her talk. I don't belive 
she will effectively get rid of ISIS ASAP. All talk. Not that I trust Trump 
anymore but with all this terrorism we need someone to deliver the hard 
blows.",233,52,4,0.826923076923,87.89
169,"Hillary has discussed the e-mails and everything else, but he avoids all 
the dirty, dirty questions addresses to him. ANSWER! You have five days, 
Trump. CLINTON FOR PRESIDENT!",177,35,4,0.828571428571,96.43375
170,"I don't need to apologize for talking about sexually assaulting women but 
damn it Hillary you better apologize for a private server.",133,24,1,0.916666666667,37.95
171,trump is dumb,13,3,1,1.0,119.19
172,When in the video did Donald trump say Hilary should be in jail?,64,14,1,0.928571428571,83.8535714286
173,"Trump is a criminal, a sexual predator, a racist, and a big crook.",66,17,1,0.705882352941,90.0505882353
174,"keep Hilary for culture and development.. keep trump for security. I hate 
both of them though",94,17,2,0.882352941176,93.7016176471
175,"Donald has some truth cause he knows how bad she is but he is no better so 
no America pick your doom D.T or H.C you either vote for a racist psycho 
that hates Muslims and Mexicans or you go for Hilary who caused the leakage 
of government secrets cause she was lazy enough not to use the encrypted 
email and many people that try to sue her or tell the truth about her are 
either dead or murdered and now all of America is going to experience 
ARMAGEDDON
oh and each time a question is asked to either of them they talk minutes of 
bullshit which translates to 4 words"" we're gonna fix it""",592,119,1,0.731092436975,-23.4323529412
176,HI. TRUMP IS A RAPIST!,22,7,2,1.0,130.768214286
177,"If. Trump gets To be President The twin towers are coming back that every 
body looked up to and. If Hillary. Gets picked. She. Going to kick all the 
Russians. Out wat a freaking racist",186,41,7,0.829268292683,101.846097561
178,"2016 Trump .,.. India welcomes our new President with heart of joy Every 
Hindu is behind Donald Trump .... This Time Donald Trump Goverment love 
From India ...",161,31,3,0.806451612903,95.3724731183
179,"doesn't matter if Clinton or Trump wins; I can feel the next revolution 
about to start lol",91,19,1,1.0,89.5921052632
180,"25:18 lol going to miss these two being so petty to each other. They would 
make such a cute old couple",103,22,2,0.954545454545,103.379090909
181,I am a badass,13,4,1,1.0,118.175
182,hilery got my vote,18,4,1,1.0,139.325
183,What Your All Here For 1:24:42,30,6,1,1.0,130.245
184,"Nobody needs an idiot, a racist and sexual predator like trump for 
president.",78,15,1,1.0,56.25
185,omfg just realized that she isn't technically the nominee,57,10,1,1.0,69.785
186,TRUMP TRUMP TRUMP,17,3,1,0.333333333333,119.19
