,0,num_char,num_word,num_sent,TTR,FRE
57,"She is worthless, and a THEIF !! Thank God she lost, congrats to PRESIDENT 
ELECT TRUMP !",89,20,2,0.85,124.775
58,"Do you really want that person to be the next president, maybe he has good 
points, but is a terrible human being, he is the most horrific person after 
Hitler",159,33,1,0.818181818182,60.54
59,"I'm really scared. I don't like any of them but it's been my life long 
dream to live in America. I'm turkish and of course a muslim, if Donald 
Trump wins i won't be able to move to USA. I'm feeling so stressed and I've 
already planned my future in USA with my cousin/best friend, it all will 
crash down if he wins. I'm not saying Hillary is better or smarter but 
seriously he has a lot of dumb ideas, he wants to remove muslims from the 
country and build a wall. Many families will be separated! I understand 
that he mostly thinks about ISIS but that doesn't mean all of the muslims 
are dangerous. 95% muslims are really peaceful. I wouldn't even hurt a fly.",666,149,9,0.637583892617,89.5331245339
60,do not vote for Donltromp or Hilerycliton!‼‼!😧,47,11,1,0.909090909091,157.215454545
61,trump goes off topic alot if you havent notice,46,9,1,1.0,94.3
62,"This is why I'm for Johnson! Let him debate! Before you come at me with 
Aleppo, remember the missing e-mails on Hillary's side and Trump's 'locker 
room' talk. Before you say how he blanked and couldn't name a foreign 
leader, remember Trump's missing tax returns and Hillary defending a child 
who was raped. Every candidate has flaws. Obviously Johnson will not win, 
but that's not why I'm voting for him. I'm voting for him to send a 
message! I want actual candidates to vote for!

Hillary's ideas of a higher minimum wage and a debt free college are 
unrealistic. Higher minimum wage will only cause inflation and cause the 
value of the US dollar to go down. Minimum wage is just that! Minimum wage, 
it's for entry level positions such as fast food. You will see higher pay 
if you actually applied yourself. So sit your whining asses down! You're 
not looking or applying yourself hard enough! Quit trying to get everything 
handed to you! Debt free college is unrealistic. I don't want my tax money 
to go help a student go to college and flunk out of remedial classes 
because they messed up back in high school or where ever they were 
educated. That's unrealistic, which removes Jill Stein from the equation.

Trump's idea on abortion and gay marriage are too old fashioned for the 
America we have today. Maybe work on the adoption programs and foster care 
we have in place before worrying about being against abortion. He sounds 
like a complete idiot. He'll run America like a business and not like a 
country. 

That's my opinion (as a current college student working a part-time job 
which technically is on minimum wage but + tips).",1653,335,24,0.573134328358,81.8034110697
63,"I just need to ask the Trump supporters, is Trump a racist? I want to 
suport him over the witch but not if hes a racist.",121,29,2,0.793103448276,107.5175
64,"Hilary and Trump are both racists and hate gay people and immigrants so why 
make Hilary look better.",101,19,1,0.842105263158,67.3289473684
65,IM COUNTING DOWN THE HOURs UNTIL AMERICA PERISHES.,50,9,1,1.0,75.5
66,"Donald Trump sounds like he's literally just playing the blame game and his 
plans sound like they rely a lot on 'if we can do this' or on other people 
- when that doesn't work what's his plans then?
A third world country? This man is truly despicable, how about you go and 
live in a third world country then come back and tell me your sob story 
about airports in the US.
As soon as he starts talking about Nuclear and not taking it off the table 
that should have shut his campaign down instantly.",501,105,4,0.780952380952,80.2826785714
67,"As a Brit can someone explain to me how Hillary Clinton won the most votes 
in election but Donald Trump is President Elect?",124,24,1,1.0,62.625
68,"My god she is a smug pos. Anyone voting for this liar/murderer is as 
corrupt and evil as she is",96,21,2,0.809523809524,91.4346428571
69,That sexual predator trump is disgusting. No woman shold vote for him.,70,14,2,0.928571428571,90.9585714286
70,"This lying bitch got what she deserved. She can now go with her satanic 
friends and eat the blood, sperm and breast milk food they love to gorge 
on. Disgusting freaks.",169,35,3,0.914285714286,105.559047619
71,"Trump is misleading citizens and humanity, and he is a bad influence for 
anybody in a very tragic way. All he promotes is hate, racism, and bigotry. 
And he is lying to everybody.",180,39,3,0.692307692308,72.1630769231
72,"Only idiots, racist, and bigots support that sexual predator trump. Some 
people just love bullshit.",100,19,2,0.894736842105,76.9714473684
73,"I love how Trump in all of the debates, he always wore the American flag. 
True American. He will make America great again. :)",126,29,4,0.862068965517,97.3728017241
74,"Trump is the worst person for president any nation could even have. This 
has to be some kind of joke or a nightmare.",117,25,2,0.96,92.6275
75,"""The gun epidemic is the leading cause of death of young African American 
men""!? What an oversimplified view of a much deeper social problem. Typical 
leftist taking every opportunity to disarm the public.",206,39,3,0.897435897436,61.3169230769
76,"A sexual predator and the foreinger gold diger in the white house are like 
an abomination. What the hell is going on?",118,24,2,0.916666666667,92.43
77,"You know guys it is getting down to the wire.  In two days you have to vote 
for president.  Try to put your total feelings aside, I know that neither 
one are great, but what you have to do is look at the one who is most 
worthy..  Clinton who has stole from the country, is on the hit list of the 
FBI,  who is a liar... A women who wants to keep Health Care Reform going 
which is falling in the tanks but the even more disturbing problem is that 
she wants to make it a Single Payer System, Government controlled if you 
don't know what that means.   Meaning that the Government is going to say 
what you can and cannot do in regard to your Healthcare.  That is sad..  Is 
that what you want or the Man who yes may be a little troubled when it 
comes to talking about Women ( which I do not believe all of the omen that 
have SUDDENLEY come about their story) a man who yes took advantage of the 
loop holes in taxes but wants to do something about it,  Who does have good 
ideas on keeping the illegals out while keeping those who work legally in. 
It's on your shoulders now.  Try to make the best decision you can clearly 
thinking who has the best in mind for us.  Do not vote for a Women because 
she is a Women that is ridiculous and if you do you should feel ashamed.",1278,270,8,0.537037037037,74.1920833333
78,"TRUMP IS S LOW CLASS, CON ARTIST, BIG LIAR AND THIEF!!! HE'S A SELFISH EVIL 
DEMON!! I CAN NOT BELIEVE YOU STUPID, IGNORANT, LOW SELF ESTEEM WHITE MEN 
VOTED FOR TRUMP!! NOW WE GOT THIS UNEDUCATED CLOWN FACE FOOL, TRYING TO RUN 
A COUNTRY..CAN'T EVEN PAY HIS WORKERS!! ALL TRUMP DOES IS POINT HIS FINGER 
AND BLAME OTHER PEOPLE FOR THIS COUNTRY'S PROBLEMS..LIKE HILARY AND 
DEMOCRATS..AND EVEN HAVE ENOUGH NERVE TO TALK AGAINST PRESIDENT OBAMA.. WHO 
HAS DONE A TREMENDOUS JOB ON THIS COUNTRY'S PROBLEMS... FOR MORE BETTER 
THAN THE REPUBLICAN PARTY COULD HAVE...AND TRUMP NEVER SAYS WHAT HE'S GOING 
TO DO OR FIGURE OUT A SOLUTION TO HELP THIS COUNTRY...ALL HE DOES IS RUN 
HIS BIG MOUTH ALL DAY!!!! HE KNOWS HE'S WRONG AND RACIST.. AND DON'T 
CARE...HILARY IS WAY FAR MORE EDUCATED AND FIT TO BE A PRESIDENT!! THAN 
THAT RED NECK...WHAT A DIRTY SHAME..CRAZY SICK WHITE MEN.. THEY WILL SUFFER 
THE MOST FOR VOTING FOR THIS PSYCHOTIC DEMON!!",941,199,9,0.582914572864,90.8645840313
79,Omg stop interrupting Hillary Clinton Donald trump!!!!!,55,12,2,0.666666666667,109.095
80,"1:03:58 ""terrible disrespect"" 2 negatives is a positive...",58,11,1,1.0,87.9972727273
81,"God, I felt bad for Lester Holt",31,8,1,1.0,114.115
82,"Trump is a disgrace for united states and a national embarrasment. The 
entire world is laughing now. And who wouldn?",117,23,3,0.869565217391,103.418550725
83,"Trump hired a ton of immagrants and refused to pay them. He is such a 
hippocrit",80,17,2,0.941176470588,118.583970588
84,36:20 😇,8,2,1,1.0,204.805
85,Nobody should vote for that racist and sexual predator trump.,61,11,1,1.0,64.9245454545
86,"I see why Trump beat the crap out of her in these debates. Trump is the man 
for the job of U.S Presidency, I'm so glad I voted for and will support 
him.",154,37,2,0.783783783784,96.5980405405
87,Hillary will make a good president,34,6,1,1.0,59.745
88,"That sexual predator Trump is a promoter of hate, racism, and bullshit. He 
is a danger for democracy, for justice, and for equality.",133,29,2,0.689655172414,75.4278448276
89,trump need to get kicked😠😠😠😠😠😠,36,5,1,1.0,134.08
90,"If both Hilary and Trump fall into a river, which one do you wanna save 
firstly ???",84,21,2,0.904761904762,107.548928571
91,"That charlatan trump is always making up false storys and lieng about 
everything. He is just a hateful man, a deceiver, and a big fraud. He is a 
racist and a sexual predator.",176,38,3,0.684210526316,98.246754386
92,"How to know when Clinton is lying? She opens her mouth. Also, she had a 
'tell', as a professional card player would say. Every time she sort of 
'scratched' her face it was to say to Lester Holt, 'throw it to me', and he 
did. Such corruption.",244,59,5,0.728813559322,113.12579661
93,"HEY TRUMP SUPPORTERS! Yes, you! I want you to give me some reasons to vote 
for Trump. Valid reasons, not just ""Hillary deleted some emails! She is so 
evil!"". I'm a complete democrat, but let's see you try. Don't worry, I 
won't change my views, I just like a good argument that involves Trump. 
Come on, let's hear why Hillary isn't as good as Trump!",352,88,8,0.636363636364,111.07
94,I vote for Hilary Clinton 🇺🇸,30,6,1,1.0,87.945
95,"Americans if President Clinton, it will be a war in the world, she was sick 
in the head, in Ukraine now there is a war, thanks to America its power in 
Ukraine war gave Obama, Russia is not the aggressor, it is not not attack 
anyone, it's all Obama does that the circle is a war, make the right 
choice, only Trump will be peace in the world",343,78,1,0.564102564103,26.7957692308
96,Trump looks really sad,22,4,1,1.0,97.025
97,"Dont panic! Everything will be just fine. I mean, its not like we are 
puting a sexual predator, a racist, an idiot or charlatan as president. 
Now, that would be a big mistake!",177,41,4,0.80487804878,101.514176829
98,"Of course women don't deserve equal pay unless they do as good a job as 
men. Equal pay for equal work.",103,24,2,0.791666666667,99.48
99,lol from Dubai,14,3,1,1.0,119.19
100,"Q: Mrs. Hillary what is 2+2?
Hillary: four.
Trump: WRONG!!!",59,18,4,0.722222222222,136.4675
101,"I really wish they'd turn the other canidates microphone off while it's 
ones turn to speak.",92,19,1,0.947368421053,98.4973684211
102,A racist or a robot... that's a tough choice!,45,12,1,0.916666666667,110.055
103,I love how Donald Trump is wearing blue and Hillary Clinton is wearing red,74,14,1,0.857142857143,71.7678571429
104,Trump looks like he's contemplating a murder.,45,9,1,1.0,84.9
105,Idiocracy was a documentary.,28,5,1,1.0,83.32
106,"I waited 18 years to vote and when I do, these are my choices? 😑",65,17,2,0.941176470588,123.560441176
107,"Hillary Clinton sexually abused female minors supplied to her by the 
pentagon through their monarch MKultra mind control programme. google      
' Hilary Clinton MKultra'        Hillary PEDOPHILE",196,28,2,0.857142857143,59.6821428571
108,"Damn, you americans surely are very interesting.",48,9,1,1.0,56.7
109,"Honestly I hope US will just improve as a nation in the future. Just saying 
as a bystander and a foreigner.",108,23,2,0.826086956522,77.4581521739
110,"Why am I watching this? Oh, I remember I am forced to for school. Oh, 
Joy!!!!",78,24,4,0.666666666667,126.72
111,"the year is 2016 and the presidential debate has turned into a fight 
between 2 five-year olds",94,17,1,0.941176470588,90.0505882353
112,this dude is clearly racist lol man i feel bad,46,10,1,1.0,103.625
113,"There really just should be a button to silence their microfones. This is 
just uuuugh, let each other speak for god's sake!!!!!!!!! How is this even 
called a proper debate???!!",178,47,4,0.68085106383,130.10875
114,"i dont care who wins because i live in Britain, im British :)",61,15,1,0.933333333333,112.65
115,Donald Trump makes more sense for me..,38,7,1,1.0,115.13
116,why does he talk over her all the time it's really annoying me😂😂,66,14,1,1.0,89.8964285714
117,"statistics say that 27% of the time she lies. that is 1/4 times
trump lies 70% of the time. that is 7/10 times he lies. that is a lot at 
east that is what the statistics say on NBC",181,44,4,0.568181818182,122.606363636
118,"It's really sad to see that 90% of america's population don't know anything 
about their policy or policy in general, please let the foreigners vote, we 
know better about your country more than you do lmao.",207,43,1,0.860465116279,51.0458139535
119,I wonder if even democrates believe what she's saying,53,10,1,1.0,86.705
120,Shut up y vote for hillary Clinton,34,7,1,1.0,78.8728571429
121,"remove the sentence "" I'm very proud of it. "" and Trump's speeches will be 
halved",82,18,2,0.944444444444,108.4
122,"Lay off the coke, Trump!!! *Snort! Snort!* X0D",46,15,4,0.733333333333,169.18875
123,"I hate Hillary Clinton so much. I hated her smile. I would SO love to turn 
that smile upside down.",99,23,3,0.782608695652,107.096811594
124,"What has this world came to on Donald Trump can't stop being in the news . 
He confess about him sexual assault women and there now accusers coming 
out. When Bill Cosby has accusers there was a investigation. Hillary 
Clinton had FBI investigation about her email. Donald Trump refused to 
allow his Taxes release or investigation By The I.R.S that's some B.S. 
Howard Stern had Donald trump on the he show he say in confession that he 
goes in the women dress room uninvited cause he own it. WTF is wrong with 
Donald trump supporters there been my individual analysis Trump and Hillary 
Clinton taxes reforms. These independent analysis say donald trump would 
put 4 trillions on the nation debt and hillary clinton would be a slow 1 
percent growth in economy.",764,141,8,0.687943262411,67.145625
125,"trump has the alter ego of an annoying, bratty, self-righteous 12 yr old 
toddler whose only defense mechanism is to drown others in noise.",139,27,1,0.962962962963,82.2966666667
126,trump is the one who deserves to be President.,46,10,1,1.0,95.165
127,"ANYONE WHO IS OF DRAFTING AGE PLEASE BE REMINDED!- - - - - - War with 
Russia is IMMINENT - And, Clinton has stated uncategorically ""nuclear war 
is on the table"" which means she is in favor of it. - - - - VOTE TRUMP if 
you want to live.",238,57,2,0.771929824561,99.2443421053
128,I'm lucky that I don't live in the USA. Sweden for the win,58,16,2,0.875,103.54
129,"I feel like Donald and Hilary are a couple who have been together for 
decades and just decide to divorce and are fighting over the country a.k.a 
us but we would rather live with auntie sue😁✌🏻️",196,36,1,0.916666666667,55.145
130,"I'm 15 years old and I don't understand economics can someone explain it to 
me",79,17,1,0.941176470588,80.0976470588
131,"the donald was like the no huddle bills offense of the 90's. JUST KEPT 
ATTACKING!!!!",85,21,3,0.761904761905,119.158571429
132,#TeamHillary,12,2,1,1.0,204.805
133,"Donald Trump--is future President of US for next 10 years------------US 
needs him , to stop exodus of US companies to other countries and scrap of 
NAFTA",154,35,1,0.685714285714,74.6242857143
134,trump is a rasist son of a bitch.,33,9,1,0.888888888889,131.9
135,"Economics says.. Trump will wreck the economy... He does not know what he 
is talking, seriously.",97,19,2,1.0,85.8767105263
136,"This has been interesting to re-watch. Hillary actually started slinging 
dirt first and was the first to mention a ""special prosecutor"". So glad 
Trump won!",157,30,3,0.9,86.705
137,"the truth is that donald is a business man (child) who has an ideal to 
improve mostly the economy, whether it will work or not no one knows 
because he doesnt have any government experience. His tendencies and 
judgement are irratic and if any thing was to go from bad to worse itd be 
with donald because he IS a ruthless business person, Not a politician. You 
can even tell that he can't even answer half the questions properly; only 
deflecting with hatred and other negative comments about hilarys past.
Hilary is a traitor blah blah but at least she has apologized. She also 
knows how to stop and listen which is important if neither of them have 
been a president before... Also if bill clinton comes along with hilary how 
do we know he wont have any input in making americas economy good again 
also.
What you all dont see is that pass all the fact checking through these 
debates, donald should only be an economic advisor at best.... to say 
worthy of being a president is beyond ridiculous. 
Americans should worry about the people who are voting for trump because i 
would love to hear a rational argument for once.",1130,219,7,0.680365296804,59.1895890411
138,"All those people who are willing to emigrate after Trump won, leave to me 
your house and your wife. I'd move there :)",118,27,2,0.925925925926,108.5325
139,1:21:28 On Nov 9th she wasn't smiling anymore!,46,10,1,1.0,103.625
140,Who even made him a presidential candidate!,43,8,1,1.0,61.24
141,OMG what happen with USA,24,5,1,1.0,83.32
142,"Think about this.. if Hillery is in.. Russia and maybe China will be forced 
to the brink of WAR because of her, but NOT Trump, Putin and Trump will get 
along fine, thus we are SAFE with Trump in, and I like Putin and the 
Chinese people are great.",249,54,1,0.759259259259,65.8583333333
143,"I don't trust Clinton - I look at her and feel nothing shes saying is 
authentic, truthful or genuine.",102,22,1,0.954545454545,88.3686363636
144,"I would much rather have Trump, bc I don't want the US president being a 
criminal who committed treason against her own country",128,25,1,0.96,66.404
145,"This is SO stupid, it's basically two hours of two people bashing each 
other...when did politics become this?",110,23,1,0.95652173913,73.142173913
146,"You Don't Decide Who You Want In This Debate, You Say Who You Hate The Most 
And Vote For The Other. 😂",103,25,2,0.8,112.9315
147,"I would just like to point out there is no way to improve our economy and 
even the hope of getting out of the 17 trillion dollar dept without raising 
taxes. It's not possible",176,36,2,0.888888888889,78.115
148,lol ~from Canada,16,3,1,1.0,119.19
149,"As a Brit, I wonder how many Americans find British politics as interesting 
APART from Brexit. Because there's more to a country's politics then making 
a decision to leave or stay in a union.",193,39,2,0.820512820513,67.7348076923
150,arrest George Soros,19,3,1,1.0,62.79
151,"Why did you Americans let go Bernie Sanders?! Are you out of your minds 
ffs?!",78,19,3,0.842105263158,115.806666667
152,Donald trump won this debate BIG LEAGUE,39,7,1,1.0,90.9585714286
153,I don't care what your stupid comments say I'm gonna vote for hillary,69,16,1,0.9375,95.42
154,"Question: Donald Trump is involved in 100s of active lawsuits. If selected 
to be president, is he going to use his new found power to influence 
results for his own benefit?",174,35,2,0.885714285714,77.8839285714
155,trump is a liar. shot up.,25,8,2,0.875,128.75
156,"Honestly Trump talks about mostly about money, hillary talks about respect 
and rights i vote 4 hillary",103,18,1,0.777777777778,56.965
157,"If Hillary wins, it turns to war with Russia. You dont want this.",65,16,2,0.9375,119.4025
158,"How is Hillary like a hurricane if she became President?

They would both start off exciting and end in disaster.",113,22,2,1.0,76.4609090909
159,"Regarding his response to taking advantage of the tax loopholes: 
""smart"" he says...
There's a difference between what is 'smart' and what is Ethical - as a 
Presidential nominee!",179,36,2,0.888888888889,82.815
160,i voted for donald Trump,24,5,1,1.0,83.32
161,"Thank G-d that that stupid wretch in the Chairman Mao pantsuit outfit never 
won the highest office in the land. Lets hope Trump will do what he said, 
that remains to be seen, I think he'll put in the same Goldman Sachs clowns 
that have been running this country for decades. But lets hope, I 
personally think he just said what he needed to say and will do the same 
old. But damn, at least that pantsuit psychopath pedophile isn't in.",438,91,4,0.659340659341,90.776717033
162,Hillary you are a failure trump won from the start #makeamericagreatagain,73,12,1,1.0,103.005
163,"Everybody must reject the donald and his doctrine of hate, bigotry, and 
racism.. He is a fraud and a big liar, and the republicans hate other 
minority groups.",160,32,2,0.75,74.27
164,"Evil people love evil things, and republican supremacist love the trump, 
his lies, his racism, his bigotry, and his bullshit.",126,26,1,0.653846153846,69.8142307692
165,Donald trump donald trump Donald trump,38,6,1,0.5,73.845
166,"Hillary Clinton and Donald Trump are in a boat. Suddently, the boat begins 
to sink. Who survives?




America.",111,23,4,0.869565217391,105.363967391
167,"How did presidential debates go from two good nominees letting each other 
having they're two minutes to two bad nominees fighting, interrupting each 
other, and never letting the host talk?",190,34,1,0.794117647059,50.4014705882
168,Muh wage gap Killary!,21,5,1,1.0,167.92
169,"whenever i see dlnd trmp, i see a children face and body language.",66,15,1,0.866666666667,101.37
170,bet Clinton might not have cheated if that was o never mind,59,12,1,1.0,88.905
171,Can I say that the President-elect represents its society?,58,10,1,1.0,86.705
172,"this whole thing is useless,they have goals but no evidents to support what 
they are saying cant trust them im 13 i know things better than they do 
face it i hate both of them bullshit and a waste of time",206,43,1,0.883720930233,74.6551162791
173,"watch out American voters, specially young people. close to 100 years ago, 
Adolf Hitler wanted to make Germany GREAT AGAIN. He wrote the 25 point 
manifest of the NSDAP, but nobody saw his evil side. He was elected 
president of Germany by popular vote. By 1945 he had exterminated 19 
MILLION PEOPLE. think 1000 times before voting for Mr. Trump. I am a 
Republican voting Democrat for the first time in my life. God bless America 
and you readers.",450,90,8,0.811111111111,82.61625
174,I'm American and disgusted that Donald is there,47,9,1,1.0,56.7
175,The 400 pound hacker is that fat dumbo midget Gary Grcoma.,58,12,1,1.0,103.005
176,"Best intro videos 3d and lowerthirds with 4k resolution (3840 x 2160), 
you can only download here: 
https://stock.adobe.com/es/contributor/205124046/fiction-studio
All these are useful for tv editors.",201,32,1,0.96875,87.11125
177,"The ONLY good statement in this debate is : "" Look at the mess we`re up in 
"" 

Remeber, the crisis that is going on in Syria was rooted from somewhere.

You have to ask - why did the United States of America supply the ISS With 
weapons and military training in the first Place.
WHY !!! Wake up.

We will never evolve as a species and make the world great for everyone if 
we are gonna join this Circus, this sham. We all have to take a look in the 
Mirror cus Our children will be living in the day after tomorrow. Think, 
Just think !  

Do you know what ""Death"" always ask us humans - ""why do you always wait 
until it is too late""",635,142,8,0.711267605634,95.2821302817
178,f*ck of all them,16,4,1,1.0,139.325
179,#GoTrump,8,2,1,1.0,204.805
180,Electrolytes..,14,1,1,1.0,205.82
